OR,lo,hi,p,n,group
1.446954783741171,1.1666266465214483,1.794642829764104,0.0007719638645664926,432,Overall
1.274465562911295,0.9066932779351382,1.791413381541579,0.16268197345636826,262,BRAF-mutant
1.269707630609559,0.919496933353072,1.7533037998823835,0.14699271049368567,170,BRAF-wildtype
