,pearson_r
BAG6,0.2826388878546419
RNFT2,0.28261728578001494
BCAR1,0.28247417959610377
HAUS1,0.2820192810950313
PPP1CA,0.28190215900710003
CD86,0.28175432104359155
SNRPG,0.28159008301674127
EPPK1,0.2814985605488806
PALM3,0.2814318612436494
STAC3,0.28136419452541056
NINJ2,0.2813401547922838
ZNF341,0.2812940496929776
BATF,0.28122649840162384
CDC45,0.28110141032491737
GLRB,0.28106717644821405
HELLS,0.28094576211128974
CRYGN,0.2809275566173744
GJC2,0.2809069763926342
GTF3A,0.2809032000935848
DNAJB2,0.2808778850598452
TYMP,0.2807436903213466
SLC52A1,0.28073982790873897
HEXD,0.28073458045378535
PLEKHM1P1,0.28072606446969917
ST20,0.28070912188305863
LAMTOR5,0.28070827232651846
SHC1,0.28070037689844585
LINC03073,0.2802371712129431
IGFBP4,0.28023083873882493
LGALS3BP,0.2801646795235519
CDH22,0.28009406198605696
PUF60,0.2797622284120582
RPL36AL,0.2795670312211107
ZNRD2,0.279564063062109
HLA-DOA,0.27951544950314444
POLE2,0.2793706329879998
SLC6A6,0.2793310623713997
EVA1B,0.279318554666593
RAD51,0.2793073300577824
FLOT2,0.2792752160524235
CAMTA1,0.2792008865629448
NAT14,0.27916786075622574
PSMB7,0.27914746682301816
SIGLEC9,0.2791389645616111
LRWD1,0.2791237003326242
MYO1F,0.2790761808908601
C1orf216,0.2790411891915438
FOLR2,0.2789249731629975
KLK6,0.27883316658316193
SLC2A1,0.2787954262019995
TEC,0.2787038220133667
POC1A,0.27866638255015846
APOC1,0.2786199695198956
SSC5D,0.27860480137784344
ZNF213,0.2783749474764478
SUMO2,0.2781399304721856
APOBEC3F,0.27813102010533286
EIF3B,0.27809920951884254
CCNQ,0.27806246619801506
NELL2,0.2779985745003381
TBC1D10B,0.27799856767979725
SLC9A5,0.2779785965708614
ZNF628,0.277961528355898
STAM,0.27787876645386567
HDGF,0.2777732010284332
EREG,0.27775366005529195
RUFY1,0.2777492362856999
TMEM39B,0.2777197996843715
PBDC1,0.2776375516280428
ENC1,0.2775160717448975
CCND3,0.27747634778594
TRAPPC4,0.27743623413602353
LUCAT1,0.2774276200453562
EML3,0.277378313423869
SLC45A3,0.27737667742715744
SHROOM4,0.27734383932566026
MED27,0.2773029015531498
RENBP,0.2772529429216111
HRCT1,0.2771834722125354
HERC6,0.27711351594602107
CAPN2,0.2771132549232286
IDH3G,0.2770090245550703
KCND1,0.27694761232910564
POLA2,0.2768589057889715
CCDC61,0.2768477592616327
KIAA0930,0.27673525684523603
CLEC11A,0.2767317036863766
MRPL51,0.2766863562934897
GDI1,0.276680869768622
RPL27AP6,0.27666596897661627
UBA7,0.2766143210152983
ARHGAP44,0.2765498796326102
RPS2P5,0.27652454120793923
GAPDH,0.27646497318207486
RALY,0.27622682814913746
PLTP,0.27622671724351755
CPSF3,0.2760601602970971
XDH,0.27582771322562
SNHG18,0.2758175672315812
NSG1,0.2757802546343238
SGK3,0.2757149112373333
KCNAB2,0.27569283016457136
CDK18,0.2756732537770197
TPSAB1,0.27546441021071927
IL13RA1,0.275371125935762
CD109,0.27534787188635845
NIPAL2,0.2753361504191147
CA3,0.27522854727616775
KLF5,0.27492146358232084
CLEC2D,0.2749074342463183
MMP2,0.27481184015910187
SMARCB1,0.2747874988292294
ZNF365,0.27468281860144395
CHIT1,0.27466527779188216
RPS27A,0.27463993334439984
PRPF6,0.2743759305330049
KMT5C,0.2743112085565403
TBRG4,0.2740535972661304
TAFAZZIN,0.27387866855113224
CD99,0.2737754853266628
ARHGAP10,0.27369893610045254
MMP13,0.2736883079281987
COL11A1,0.2736738370441967
METTL18,0.2736663434544565
SYNDIG1L,0.2736227214515831
APOBEC3G,0.27355003262812794
TLR2,0.27345352818124735
CCDC22,0.2732498249121688
URAHP,0.273074136956608
SEM1,0.2729152840157336
TSC22D4,0.27285398654242715
JUP,0.2726235985895256
UNC5B,0.2723262345035394
SLC15A3,0.27224945200330375
CRLS1,0.27217935033361473
PPP1R12C,0.27215955698125793
MS4A6A,0.2719384979203937
ZNF561-AS1,0.27189726557559607
FERMT3,0.2718744475989523
EMILIN1,0.27184499906383575
DNPEP,0.2716894969344364
SEC13,0.2715687113528963
NKD2,0.2714302384938359
PMVK,0.271229727113599
TNNI1,0.2709960719207537
SPRN,0.2709649641783868
MACROH2A1,0.27094515982506195
EPB41L4A-AS1,0.27090804329720597
RPP30,0.27076359926212756
CCDC88C,0.27074663403265203
PANX2,0.2707162701583477
TP53I13,0.2705549039791042
SNAPIN,0.27041427561500975
TTC22,0.27034857325491657
LMNB2,0.2703380725629297
RPS2P46,0.27032644124750305
HCP5,0.27017558936279495
TSPAN11,0.2701019338096115
MAP4K1,0.27006895027725847
LSM6,0.2700446482423884
BRAT1,0.26980719380013
TFPI2,0.26978020992233603
HAVCR2,0.2697304993995915
CDO1,0.26960928185880195
SYMPK,0.269511538391054
F2RL1,0.2694550590162864
NUP85,0.2693546508854686
PAIP1P2,0.2691676912607462
ERICD,0.269002648360063
NEK6,0.26888111698999867
LTBR,0.2688617667003403
PICART1,0.2688606025028816
SOWAHB,0.26864098003434034
AQP9,0.26820528371289193
N4BP3,0.26815004625244915
FES,0.2679060669814881
PPP1R9B,0.26788204076946387
ZNF48,0.267865107973633
PSMC5,0.26771006440393125
RBMX2,0.2676806287401672
DCLK1,0.2676697866931316
DTD1,0.26757674326495434
DRAXIN,0.2675684749551634
SMARCA4,0.2675046791196458
PFKFB4,0.2674922402827557
PPOX,0.26746731392494
COLEC12,0.2672477427176102
SPP1,0.2669995925916519
MUC16,0.2668805599399709
PMF1-BGLAP,0.26685507950070436
NEDD8,0.26669055551125737
GLOD5,0.26667321313457193
LRRC25,0.2666650592123559
NFKBIL1,0.2666023975696327
OSM,0.26656487912421667
ASB13,0.266543662212545
AOC1,0.26649615375059715
IFI6,0.26647568770009766
RRAD,0.2664286987074231
PLEKHG6,0.2663480986764142
RNF5,0.26625452408565636
DLX3,0.2661834970963878
C1QB,0.26601042706537653
CYP1B1-AS1,0.26594580985209987
APOL4,0.26592150204925585
PSD,0.26588743701117434
TMEM217,0.2658865567025947
NELFB,0.26588036497031575
PLCB2,0.2658734583156018
LINC02975,0.26575495843143765
ADAMTS17,0.26574731778344857
ARHGAP27P1-BPTFP1-KPNA2P3,0.26549686928238025
TEDC2,0.2654826835861097
HSPBP1,0.2654317683793766
CHST6,0.2653975205574672
TCN2,0.2653495007598707
GBP3,0.26530200151131744
CCT3,0.26520341261722225
PIH1D1,0.2651533225639715
MRPL11,0.26484604617964436
CWC15,0.26483024456931636
SLC27A2,0.2648176357176712
LDHA,0.2647124192399886
SNX20,0.2646072234167617
RABGGTB,0.26446000334247016
NTNG2,0.26440418139898725
EBP,0.26436869286056525
FZR1,0.2642588029621161
CST4,0.2642209318467113
ATG7,0.2641944866381631
UXT,0.263977457461902
MGRN1,0.2637319037367531
MSRB1,0.26369715322973897
DDX39A,0.2636465286005281
CARD16,0.2635660699184919
CIMAP1B,0.26354993973547186
FER1L4,0.2634841168031308
TK2,0.263364975801947
C1orf159,0.26333050128309804
OLFML3,0.2632393458526449
FTH1P7,0.26311224997832655
GIT1,0.2631041695453475
DEAF1,0.26299763651885577
FBN3,0.26288405569958806
APOD,0.26285296222737
HSPA1B,0.26284647216751805
SLC29A3,0.262784994361855
EHMT2,0.2627248581649671
PRDX4,0.26266923371116946
SMPD2,0.2626358721411278
KLHL30,0.26263273730953235
ANXA5,0.2626029129852994
PLEKHO1,0.26252679630353953
JAGN1,0.26245542813109074
TNFSF15,0.2623301338880094
TPSB2,0.2622804647152312
C10orf95-AS1,0.2621608443273611
ACTB,0.26182487506126356
HSPA7,0.2618131289269831
GLS,0.2617077152725782
H1-10-AS1,0.2615542480110652
LOC105377329,0.2614734876671969
STK17B,0.2614512423503129
NIFK,0.2608134805261727
EPOP,0.2607808463254713
IRX3,0.26078053997163597
ETV5,0.26073184843631525
CHCHD5,0.2607231653675709
IDS,0.26070281904957504
CLEC10A,0.26068955069868693
PSTPIP1,0.2605666705332735
FLVCR2,0.26048606548332903
STARD10,0.260382100158151
CCR1,0.2602649854348025
KLC1,0.26024655907420424
HOXB2,0.26012120052915166
ERCC5,0.2600763620878077
RFXANK,0.26002599091168377
PES1,0.2599955819411129
MLXIPL,0.25995241659764645
EEF1D,0.2599180659085969
ABRACL,0.2599148719203336
HERC5,0.25988398209546687
CELF4,0.25982974058516367
HEY2-AS1,0.25978821163282484
GAMT,0.25968839387521303
MTSS2,0.2596711522764457
CPSF1,0.2595741799688477
TSPAN1,0.25940618989011305
ZFAND2B,0.2593041980120867
WRAP73,0.2592676825961743
GALNT6,0.25921033348147027
VCAN,0.25920428994276723
SACK1G,0.25919177302147267
SRA1,0.2591880028515058
SSR2,0.2591532568378024
CENPM,0.2590828431846459
BCL2A1,0.25898427395413387
FAM162A,0.25897359507866874
GNL1,0.2589690741213288
MAP3K5,0.2589640977145551
NBEAL2,0.2589407967831392
CROCC,0.2588630726463233
NAP1L1,0.258753536165138
SARNP,0.25868348877429453
SLC26A6,0.25848939201211535
TMCC3,0.2584426997766185
TIMM8B,0.2584356701062043
INHBA,0.2583331546593838
MYO3B,0.2582305892118242
TMEM179B,0.2582253603333932
ESYT1,0.2581782038533499
HOXD9,0.2581082545072189
RPL4P4,0.2579742950320577
AP2A1,0.25781607835579595
GPR173,0.25762096019247216
LINC00869,0.2576138339793195
PLBD1,0.25731573630709353
DYNLRB1,0.25708398194075094
APOBEC3C,0.25707919008373536
ILKAP,0.2570469094026319
RNF19B,0.2568502380476779
ZBTB7A,0.25681644126556086
PHLDB2,0.25679931035190334
PDE4DIP,0.2566990289896983
ZNF513,0.25661182920489656
POLR2J,0.2564635217501468
FCGR1A,0.25622210627738795
UGCG,0.2561533804642881
RHOU,0.2561222184650086
C12orf57,0.25610779000623646
P2RY11,0.25603661358619545
PRMT8,0.2559449378767943
GPANK1,0.2558720332529086
SEMA7A,0.2558057443514648
MST1,0.2557906626480785
DRC12,0.25575119639197913
ZNF394,0.25561295218520874
TIMM10,0.2553113665602633
KLK13,0.25512493234023315
RASGEF1A,0.2550499108380557
CENATAC,0.2550134116096255
COL10A1,0.2549175856321891
MPV17,0.2548794199021826
AGAP2-AS1,0.25463855277871345
PSMB8-AS1,0.2546069421566242
FCN1,0.2546003461520998
COL1A2,0.2545901571793852
LYSMD4,0.2545071479692051
SRL,0.25444017818276465
HGH1,0.254434069930852
PPCDC,0.2543654806039849
MEG3,0.25435326512962897
TPRG1,0.2542408046302877
TMEM223,0.25419651872615256
SDHAF2,0.2541464778000147
IL18R1,0.2540953996009384
MUS81,0.25405452083757624
ALK,0.2540450559044189
NUBP2,0.2540346308347453
SUGCT,0.25395936540632974
EPB41L1,0.25376416612488384
TWIST1,0.25371905810601286
COL6A2,0.2536904085923077
RBP1,0.2536782108736606
IRF1,0.2534856671834601
ALG3,0.2534286860624003
DHRS11,0.2532148475707888
RBIS,0.2531865099323407
TMEM238,0.2530728787729377
RUVBL2,0.2530266451939216
SCAF1,0.2530247971166376
GNAZ,0.2528992424660829
RASA4CP,0.2527691598472097
SOX8,0.25274986647521774
CACNB1,0.25268843442008915
RAI2,0.25267836340908684
HLA-L,0.25234504195018315
MX2,0.25209111487853747
SEC14L2,0.2520758881851879
MRPL12,0.2520742905456441
DPY19L1,0.25201756758453536
NCAPH2,0.2520003242586322
JOSD2,0.25189286610381045
WAS,0.25184994193817445
GGT6,0.2515856455839004
EPSTI1,0.2515056632882542
CHPF,0.2512799668278764
ARL4C,0.2511398932955581
CELSR3,0.2511120960401423
GGT3P,0.2510463497465951
CUL7,0.25102047168224
CCT7,0.25077391789383535
SLC25A19,0.2507727134384837
SPN,0.25074680701162017
OSBPL10,0.25072282600128043
C1R,0.25068419825505944
LDLRAD3,0.2505371904803463
LINC00958,0.2503429122118688
TMEM237,0.2503356786418317
TTC1,0.25022248475982867
SLC3A2,0.25019693381094815
GPX1P1,0.2501486984643314
TMEM160,0.25011209133951484
TGFBR1,0.25007231219018994
TSPAN17,0.24994482647040997
ZNF117,0.24982740852519386
FABP3,0.24978203713237138
MTA2,0.24965925878509332
LCP1,0.24959118201170089
NTMT1,0.2495600033087025
ISCA2,0.24951822749957522
LMCD1,0.24950408237199934
GPSM3,0.24947442058773428
SCAMP4,0.24920126906867907
CAV2,0.24902531414218979
ERP27,0.24860264435776755
SPRED3,0.24857589070697786
COMMD1,0.2484643562767769
NEIL1,0.24846161651315046
RAB31,0.24836428131604668
MIR23AHG,0.24833394938257786
EMC4,0.2482841404507507
PSMB5,0.24826367297377916
RPL30-AS1,0.24815616933407067
P2RY2,0.24810933597146048
FAM131A,0.24798565001419146
PXN,0.24795511383330027
HSCB,0.24791972416766125
MAPK7,0.24773842023867473
APH1A,0.247682477651832
MRPL28,0.24756412780613207
PSG8,0.2474794218103722
FGF18,0.24741342770578542
IL2RG,0.2473875441956271
PGR,0.24729678369694708
VAT1L,0.24725919970199736
NLE1,0.24698002245915496
PDCD5,0.24683681585290157
LINC00623,0.2466356008813867
LMO3,0.24650396737946376
APCDD1,0.24647074926431498
DPP7,0.2464577835465975
CPAMD8,0.2464105313358348
CLSTN1,0.2463493848973324
OTUD5,0.24633578063794057
DHX32,0.24631033789122292
PPP1R16A,0.24620928410549062
MRPS23,0.24619676712250096
DDT,0.2461889150335618
MREG,0.2461037660982103
ABHD8,0.24600126264937094
CDH4,0.2459824515959439
PSMA4,0.2459479985378389
MAN1B1,0.24581196931125154
DZIP1,0.2457139750174172
SERPINF1,0.24570818740020256
COMMD9,0.24565091935057792
ACADVL,0.24564715292959852
MICB,0.24555020572394756
BIRC3,0.2455396102749674
PGM1,0.24553340475868987
CLDN11,0.2453549689184816
FANCG,0.24535322232752957
LAIR1,0.24529126441747204
ENTPD2,0.2452357224907844
DHRS2,0.24521732628816348
FRG1,0.24515732670099355
CASP1,0.24515322361896658
PLA2G4A,0.24506743536595674
DLGAP1-AS2,0.24504672823710166
RNF130,0.2449030571500053
TMEM222,0.24475847492713343
RBM17,0.24475147823883558
FGR,0.24473625336060065
SCYL1,0.24465789819776398
TMIE,0.2445935262119109
DEPDC1B,0.24455078112077097
EPN2,0.24446327614981064
HAUS8,0.24443027339511814
DAPP1,0.24439507960851833
SVOPL,0.24434273648457397
LINC02408,0.24429607736583903
MYBBP1A,0.24422743612752487
MRPL4,0.24405101873075952
SSTR3,0.24390393913119213
PTOV1,0.24389606301630565
SERP2,0.24388317660881592
MTMR14,0.24386581860040954
CTNNBL1,0.24380831313878332
GLIPR2,0.24377122303779208
ADM,0.24370540140872565
NALT1,0.24363783338657544
RNF7,0.24362396553374382
SHC2,0.24340791787352764
TSPAN13,0.24340245706462973
PAQR4,0.24338900712223802
AP1M2,0.24332865107375992
THBS2,0.2432766842598351
MIR181A2HG,0.24325991926978963
CIITA,0.24314635962368594
RPL7,0.24312230259980544
RMP24,0.24307900677750793
JMJD4,0.24289056000897133
RPL6P27,0.2428264857218263
NFKBIZ,0.24281432111492435
GRN,0.2428082232304744
NHP2,0.24273489574376605
PTGER4,0.24267831918102803
AMPD2,0.24267785484459337
TCN1,0.24259742711156676
DPP9,0.2423844118577493
FBLIM1,0.2423058072454647
FIS1,0.2422117571905421
EEF1A1P6,0.24209108533035173
GGT5,0.2419249005930042
FHIP2B,0.24186846207967888
LAMTOR4,0.24185025459279186
SLC2A6,0.24181253057698546
PRKCSH,0.24179641967637866
SYTL2,0.24179630582562708
MRGPRF,0.24177486236148882
CD4,0.24159076925779777
VAV1,0.2415178529137957
USP35,0.24150296100044175
RIPOR2,0.24142596022469806
GAS6-AS1,0.2414129239140281
PARP9,0.24140681350832616
FRMD6,0.24127595045116307
RCC1L,0.24104027579683715
BRIX1,0.24100689999918098
TRPV2,0.24097501863425658
CRISPLD2,0.24089514742734436
PLRG1,0.24082585814475047
TRPM2,0.24051086772934044
NMI,0.2404844380811893
CHAF1A,0.24048281862747414
TSC22D1,0.24044550865660322
TMEM216,0.2403521242856655
CCT8,0.24033024770936215
COL19A1,0.24010179741624332
GAS2L1,0.24000387457881842
CPNE1,0.23996962829310878
ANTKMT,0.23992573013379187
PIN4,0.2398125712930481
PRELID1,0.23977591797952233
RPH3AL,0.23977256119871865
ENTPD6,0.23971711389471625
GYG1,0.23953288015401258
SPINT1-AS1,0.23934079416127066
DECR2,0.2393325430437628
KRT6A,0.23928037649587347
MRPL27,0.2392336170163087
C1QC,0.23919225555431858
VSIG4,0.23918885550595564
WNT3,0.2390761634010355
PIK3R6,0.23905488385770898
PHF23,0.23899078897607567
RETREG3,0.2389056276987339
RFC4,0.2388540963888681
KLHDC7B,0.23881106558136542
NRROS,0.23880950328600883
HNRNPA1,0.23879827954509794
BNC1,0.2386836325010562
PIK3CD,0.23868285093841912
PSENEN,0.238600718808371
SIPA1L2,0.2385642132985384
AKR1B1,0.2384622479425214
XKR8,0.2384338853125012
COL13A1,0.2383836091322139
PLEKHA8P1,0.23823408014675798
C8orf82,0.23817752354225696
PKP3,0.23817601360927595
SERPINB8,0.23816720439118594
ROR1,0.23815139157123902
MSR1,0.23813334487510984
OGG1,0.2381188984360678
KDELR1,0.23800653292436774
THBS3,0.23794462975694497
ZNF114,0.2379195630891207
DENND2D,0.23791783567359837
DTX1,0.23787611265634767
ZNF688,0.23786955715908323
IL32,0.23781043968947
CDR2L,0.23777316773911022
ZDHHC18,0.23774305691305034
CD37,0.2376545905592689
DLX5,0.23757217467912903
GAL3ST4,0.2374034322736495
BAG1,0.23737205696073557
VSIG10L,0.23736209416333123
LACC1,0.23723039727586878
CNN3,0.23722280871152895
CAPN15,0.23716474836492615
PABPN1,0.23711919345103893
ARL10,0.2370203890244756
RPL24P4,0.23699618501008418
SNX10,0.2369720064057078
MVB12A,0.23679030054677053
ZNF706,0.23676326399703548
MFSD12,0.23674004578600716
MXRA5,0.23671479784593719
CDK16,0.23655961422359706
KRT5,0.23648364313457523
TMEM187,0.23644710527280252
ACD,0.23636162547306852
APOE,0.23635688549238013
TPBG,0.23633044993838562
SUPT3H,0.2362759096030001
NUDT18,0.23626515267086312
ANKRD22,0.23626492074628266
HEXA,0.23619450864751762
TELO2,0.2361359281963797
TENT5A,0.2360868147820863
B2M,0.23606635384421526
DPY30,0.2359435168262403
ZNF692,0.2359177683344691
MOB3C,0.23587795259764294
NDUFAB1,0.23587775272555783
PPT1,0.23570580975988992
CRTAP,0.2355987548372346
STX1A,0.23553079551244174
SNHG1,0.23551649603046215
NLRX1,0.23537127867543686
ANKS6,0.23533338200118797
ARHGAP9,0.23519996898081708
CCL2,0.2350591624936272
PRPF19,0.23446843083574262
RPS27AP16,0.23443487363679696
FBN2,0.23433006712181154
EXOSC10,0.2342875051021377
TCERG1L,0.23424793259580368
TUT1,0.23421936491193443
CACNB3,0.23418261691498907
PPIA,0.23412897572770894
PABPC1,0.23399611009271884
OSBPL5,0.2339244652000938
CD300A,0.23389031610522307
SLC12A5,0.2338846677827496
NBPF14,0.23386391939349224
SLCO3A1,0.23374065509477973
KIFC2,0.23374001669251718
PPP4R1L,0.2336187489582771
MIMS2,0.23361325746668532
FAM111A,0.23350686514125818
BACC1,0.2334719614254618
COPE,0.23338357464099418
PRSS2,0.23335562064889093
SLC49A3,0.23318378418021274
MANEAL,0.2331732717735166
SP140L,0.23316283027475143
DERA,0.23303153692543105
EPN1,0.23296018345865588
UBE2Q1,0.23271441415082364
FGFBP1,0.23255976570258532
PPP2R3B,0.2325520458585549
S1PR4,0.23251146614453685
CTSW,0.23233757838024405
RNPS1,0.2321956815436116
LNC-WAL,0.23217651948177784
RPS3A,0.23215768967377431
APLP2,0.2321301533655042
RHBDD2,0.23210069632898472
SNRPB2,0.23207216250632254
TRIM54,0.2319273854758357
FBP1,0.23188619828667312
CCDC159,0.23186317928509523
CTDSPL,0.23182301159437715
GLT1D1,0.23180803992194643
MS4A4A,0.23177908121121876
RPL7AP6,0.23168882504260402
PYURF,0.2316455842531313
IAH1,0.2315416962666205
YIPF3,0.23153365939193024
ERGIC3,0.23151785084790436
ASPHD2,0.23142049329941994
LYZ,0.23133053826304556
P2RY13,0.23127511428593445
MMP12,0.23125887765255157
EBPL,0.23104668250810745
SEPTIN11,0.23104295506527286
TOR1AIP2,0.23099884085434327
FAM114A1,0.23087924531960555
COG4,0.23086477454410614
SLC37A4,0.230863731581704
GLRX2,0.2307170134269794
CEBPD,0.23069988610902042
LRP1,0.230667116467306
BDH2,0.23064318024038893
PLEKHG2,0.23058670933181746
RTRAF,0.2305138971889519
UBQLN4,0.2304517647720932
GATD1,0.23034175715258542
CCDC148,0.23028530039399828
COL3A1,0.23027339110895195
RIN3,0.2302154991255431
TP53INP1,0.23014719218257262
ELK3,0.23004638044893164
LTA4H,0.230042135773285
CELF2,0.23000841183922915
ZBTB7C,0.22992800552678502
FBXO31,0.2299053323700367
A1BG-AS1,0.22988927551262103
CXXC5,0.22984976281962857
CILP2,0.22983176809479255
CCDC80,0.2297136023549038
PIM1,0.2295298478676507
ERG28,0.22952284449719862
CPT1B,0.22951433387841308
MSC,0.2293691041365204
MYPOP,0.2293151452875095
STK32A-AS1,0.229184093381311
URM1,0.2290725464920224
NDUFAF7,0.22891007038733366
SLAMF8,0.22889692649938903
DLEC1,0.22886747588087686
KIAA1549L,0.2287832610619
RPLP0P6,0.2287655405485935
MFSD6L,0.22874963703520254
IGSF3,0.2285123043343313
RAB11FIP5,0.22848434123924216
CCNE1,0.22842715739870362
ZNF217,0.22818520983445398
LURAP1L,0.22811191672037526
RNF139,0.2280465874763305
CKS2,0.2280143416541983
SCG5,0.2279284784276397
RNF215,0.2279188485904279
ACTR1B,0.22776334563186357
ELAVL1,0.22772633960083508
ARL6IP6,0.2276089960481986
IFRD2,0.2275785981375316
EIF3K,0.22755635297450277
MOCOS,0.22754834024371823
SEMA4B,0.2274244378445949
PGM2L1,0.22741172525300155
GAS7,0.22732917043825523
PMP22,0.22725058397924405
NRK,0.22724653710766476
SGSH,0.22723488967722033
SSX1,0.2272329337446654
MATN3,0.22696783098283882
GNB5,0.22691065362107615
DNAJB12,0.22685031339008072
WDR55,0.22674430812689403
SBNO2,0.22670516347753136
CASP4,0.22664872876763323
DEPP1,0.22657752019562544
BCRP3,0.2264963575814508
PTMAP5,0.2264673584071865
ACTN4,0.22641539224146506
RBM10,0.226371251410829
MEAF6,0.22620077412328585
AZIN2,0.2261996462037062
GADD45A,0.2261429348240945
C1QL1,0.22599659292347782
SP100,0.2259673689463163
LRRC15,0.22587285738178092
ATG2A,0.22583404209890262
EEF1E1,0.22578265229384814
CRIPT,0.22563432070332262
SRGAP3,0.2256205424507768
CGAS,0.22555553092515734
SLC66A3,0.22555020886232033
TRIM63,0.2255176180530515
MBD3,0.22542778579891823
TMEM71,0.2253885639152048
PACS1,0.22530598136713445
DPH5-DT,0.2252979878592153
LRP5L,0.22526356642649434
CLCA2,0.22501782850185909
WDR24,0.2249162312394438
TESC,0.22490378197767844
CPSF4,0.22483939665758906
STAT2,0.2248271389802447
ABCA4,0.22471069669067897
DTL,0.22467724505997713
CYTH4,0.22465242088205556
PCED1B-AS1,0.22461000067333034
TNFRSF10D,0.2245549062749211
CHST15,0.22454816594363816
ETV1,0.22453638830916484
CANT1,0.22447622953551108
ASMTL,0.22445370129586595
KARS1,0.22445228079212692
SEMA3C,0.22435086605615537
GIPR,0.22430879663847164
MID1IP1,0.22416006560516272
ERI1,0.22414254819288115
SGMS1,0.224136355044896
TAP2,0.22398834852384383
SPINDOC,0.2239224987467436
CACYBP,0.22385159221966947
GTPBP3,0.22380990200022616
IFITM1,0.22376436790398288
FAM90A1,0.22354206704049537
SF3B5,0.2234919260407891
MTLN,0.22342254666796346
ITGA11,0.223417716451044
GGA1,0.22330533214794657
NSMF,0.22325471001475647
EDA2R,0.2232067188888223
ZNF469,0.22318763552748971
SEMA3F,0.22311381679450074
PTGS1,0.2230904161825756
LLGL2,0.22286134198843002
RP9,0.22285870666282273
EFCAB15P,0.2228088389583797
RPS6KB2,0.2227521550080512
IFNAR2,0.22267391505978756
LINC00294,0.2226211312792742
TMEM273,0.22260130010751308
NDUFB8,0.22258293931044587
LRPAP1,0.22253856340713501
NPAS2,0.2224947063749203
SULF1,0.22244446711859409
RPL5,0.22239047695585124
ANO9,0.22235435704519319
TNNT1,0.22226882309478826
VPS37C,0.2219823461097269
CCDC137,0.22190926065207428
POLR1G,0.2218637564642594
MICA,0.22179785637382327
COA3,0.22179469924830653
JAG2,0.22176852224107343
GSDMA,0.2217488004490882
ZBTB42,0.22173583266146119
RIPK3,0.22166313203744148
JUNB,0.22146493465623196
IGHA1,0.22145055831437874
TMPRSS2,0.22139985389286757
RAB20,0.22137904334364605
NRIP3,0.22133743299429234
CST1,0.22129013055809846
GPC1,0.22127912337453884
RNF207,0.22122287661840043
KRT7,0.22108785080887347
CHCHD1,0.22103436391595635
MRFAP1L2,0.22103427627806288
IL2RA,0.2209584084703711
ASPNAT,0.22089273116407637
LAMA1,0.22084888991818283
LRCH2,0.2207777250125215
LMBR1L,0.22070040960770815
ZNF69,0.22069610668843115
DGCR6L,0.22062578729262985
SLC37A2,0.22053537944789783
VWA2,0.22043796623453402
CD83,0.22034426926637626
TAF12,0.2202697755053575
JUND,0.22025509174098176
TCOF1,0.2202484555212612
LILRB4,0.22022384396606076
ARHGEF16,0.22018707541408603
MCM2,0.22014588279135047
CTNS,0.21982370792838765
RIMS2,0.2198108742267077
GARS1,0.21970968782405872
SORBS3,0.21965807601295545
YBEY,0.21951437081741254
TMEM120A,0.21943534304384862
LOC388282,0.2193387938477919
RPIA,0.21931740301783417
SNX22,0.21923830684591847
IFI27,0.2191411521528176
PNPLA5,0.21899937282259246
ACVR1,0.21899842924551077
PLAC8,0.21899222442186
HMGXB3,0.21893029508794745
TM7SF3,0.21871070962714334
NGFR,0.218674738467309
TBC1D22A,0.21846775452767245
POLR1E,0.21844948743822595
NKX2-1-AS1,0.2184062348866554
GATA3,0.2184043020115939
LYPD5,0.21838723593401302
SLCO4A1-AS2,0.21837467690305276
STK39,0.21837315079181396
SCRN2,0.21827824612467656
KLK12,0.21809723533462017
SORCS2,0.2180036901343619
PLXNA1,0.21789865538847686
LMO4,0.2178323543113834
MIAT,0.2178115081091958
FANCE,0.2176709909455886
MARVELD3,0.21761167886981952
ARHGAP27,0.21754146669890942
BACH2,0.2175104350280147
TNFRSF14,0.21750445047688513
ACAA1,0.21739918873084607
MRPL46,0.21737114958179024
SNHG8,0.21733414158805886
TRPT1,0.2172952837907766
AP5Z1,0.2171282625524747
SERINC5,0.21712484058318954
TUBB2A,0.217118940487902
KAT2A,0.2170763813706036
DDX49,0.21686013702592633
TOP1MT,0.2168217305499516
FPR3,0.216678447235765
CTSZ,0.21662643528736517
CLDN2,0.2165655945447921
CAPZB,0.21648499253942227
BRINP1,0.21624162918665038
PTCD1,0.2162047348468788
ISG20,0.21619776375907437
ST6GALNAC6,0.2161423422751922
NBPF20,0.21612150739740443
PLA2G5,0.21609124253272238
HLA-J,0.21608801216324283
SOX11,0.21594728905140964
MPDU1-AS1,0.2158844343875795
LINC00324,0.21575676555673523
TTL,0.21570354071370706
RNASE6,0.21550746579919042
IRF9,0.215474238401985
BMP4,0.21531859159357938
EPCAM,0.21529987840563614
TDRKH,0.21517349346681766
MRPL43,0.2150516725827539
LYST,0.21503699610255983
GCNA,0.21492646496327908
CCN5,0.21491004351358756
GPHRB,0.21485886240380067
PRR5L,0.21484824110234207
CERCAM,0.21479940012985463
PFDN5,0.2147422000739029
TBCAP1,0.21468720289448656
LPAR6,0.2146162053766662
ABHD17A,0.2145730964761722
SOD1,0.21457226414670003
DDO,0.21452626839206954
SSR4,0.21445530049554834
L1CAM,0.21444268779358805
