Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,UV Response Up,0.32297223991202517,1.5745224616781772,0.001519756838905775,0.009205817715783916,0.155,44/143,20.90%,BID;CDC34;TUBA4A;TST;CLTB;ICAM1;H2AX;HYAL2;STARD3;BTG3;POLR2H;SELENOW;NPTXR;HLA-F;LYN;CNP;ATP6V1F;CDKN2B;CXCL2;MMP14;MRPL23;ARRB2;PSMC3;SLC6A12;DLG4;RAB27A;CDKN1C;AQP3;HMOX1;IGFBP2;TAP1;AP2S1;CCND3;CDO1;RRAD;GLS;IRF1;FGF18;RFC4;PPT1;CCNE1;JUNB;ACAA1;EPCAM
prerank,Myc Targets V2,0.3708562185557101,1.5406470718384835,0.02195945945945946,0.012664152980670654,0.216,30/57,31.90%,SRM;RRP9;MAP3K6;WDR74;MCM5;NOC4L;IPO4;PUS1;MRTO4;EXOSC5;CBX3;PPAN;MCM4;NOP16;TBRG4;PES1;MYBBP1A;TCOF1;PPRC1;BYSL;IMP4;LAS1L;SLC29A2;DUSP2;PA2G4;FARSA;GRWD1;HSPE1;NPM1;RRP12
prerank,Estrogen Response Early,0.2847938236313338,1.4563502888011415,0.014970059880239521,0.027786972041350843,0.42,54/189,18.80%,KRT19;SFN;ALDH3B1;KRT15;SULT2B1;NBL1;MUC1;ELF3;RHOD;LAD1;KLK10;DHRS3;PLAAT3;SYT12;SCNN1A;KRT18;PMAIP1;SEMA3B;CCND1;RARA;PRSS23;CLDN7;NADSYN1;PTGES;TFAP2C;KRT13;ENDOD1;TGM2;KCNK15;SIAH2;NXT1;INHBB;TIAM1;TPD52L1;KRT8;RAPGEFL1;AQP3;BHLHE40;IGFBP4;SLC2A1;ASB13;SLC27A2;OLFML3;UGCG;SEC14L2;RAB31;P2RY2;PGR;MREG;MICB;DHRS2;MYBBP1A;BAG1;TPBG
prerank,Cholesterol Homeostasis,0.32397473432976004,1.4201385267165516,0.03934426229508197,0.03833275420917965,0.544,29/72,26.73%,S100A11;LGALS3;PLAUR;CXCL16;ETHE1;TNFRSF12A;CLU;SEMA3B;SCD;FBXO6;ACTG1;LDLR;PMVK;EBP;ANXA5;TP53INP1;PLSCR1;ALCAM;FABP5;PDK3;ECH1;FDPS;MVK;TM7SF2;ALDOC;ACAT2;MAL2;LPL;GUSB
prerank,Myogenesis,0.27999272809051573,1.411110747276782,0.025835866261398176,0.039983573933095366,0.576,46/164,21.07%,SYNGR2;EPHB3;ITGB4;SPHK1;RYR1;GSN;CDKN1A;PTP4A3;PDLIM7;CTF1;CLU;MYBPH;ERBB3;FLII;TGFB1;SCD;AGRN;FKBP1B;COL1A1;TNNC2;MYO1C;PLXNB2;DAPK2;FGF2;ITGB5;TPD52L1;PSEN2;PC;MYL6B;TPM3;LSP1;AK1;BHLHE40;AEBP1;KLF5;TNNI1;APOD;PDE4DIP;COL6A2;FABP3;BAG1;CNN3;COL3A1;TNNT1;SORBS3;ADAM12
prerank,Notch Signaling,0.3790056964701949,1.3663895915632838,0.0763888888888889,0.056684510170311106,0.705,11/31,23.05%,DTX2;CCND1;DTX4;LFNG;RBX1;PSEN2;APH1A;PSENEN;DTX1;KAT2A;FZD1
prerank,Angiogenesis,0.37967529228077285,1.3509549695255318,0.11826086956521739,0.06031314822419476,0.745,16/29,30.41%,TIMP1;S100A4;TNFRSF21;PDGFA;OLR1;LUM;SPP1;VCAN;COL3A1;LRPAP1;JAG2;CCND2;POSTN;LPL;COL5A2;FSTL1
prerank,Xenobiotic Metabolism,0.25395674144313174,1.257520147663877,0.0843558282208589,0.1223696857837806,0.944,35/153,15.86%,CYP2S1;UPP1;TNFRSF1A;GSTO1;DDAH2;PROS1;FAS;COMT;EPHA2;DHRS1;SLC1A5;ABCC3;CFB;PMM1;PTGES;TMEM176B;CASP6;PSMB10;SLC6A12;ACP2;NINJ1;PC;PEMT;NPC1;HMOX1;SERTAD1;GSS;BCAT1;BCAR1;IGFBP4;SLC6A6;XDH;JUP;CDO1;AQP9
prerank,Pperoxisome,0.27476928158181174,1.2556280301707488,0.11967213114754098,0.12007149914002786,0.945,26/90,20.98%,MVP;TSPO;SULT2B1;HSD3B7;HRAS;DHRS3;CRABP2;ITGB1BP1;RXRG;ACOT8;CTBP1;ERCC1;CDK7;YWHAH;DLG4;ABCB9;PEX14;ACSL5;DHCR24;SLC27A2;SLC25A19;FIS1;PABPC1;SEMA3C;ACAA1;SOD1
prerank,KRAS Signaling Dn,0.2596790012899016,1.2150541129701038,0.14553990610328638,0.15621189626306978,0.978,29/108,16.62%,KRT15;RYR1;CCNA1;SPTBN2;CLDN16;PNMT;TGM1;KLK7;KRT13;CHST2;LFNG;CD207;LYPD3;PLAG1;SYNPO;RGS11;SLC6A14;CCDC106;KLHDC8A;KCNMB1;PKP1;MX1;GPRC5C;IGFBP2;MACROH2A2;RSAD2;KCND1;SLC29A3;GAMT
prerank,E2F Targets,0.22293732831198645,1.1290337636718037,0.2087745839636914,0.2637178547882698,0.998,67/192,31.32%,JPT1;HMGA1;CDKN1A;CDC25B;CDKN2A;SNRPB;RNASEH2A;POP7;H2AX;MCM5;POLD1;CHEK1;DONSON;POLE4;CHEK2;TK1;NME1;SPC24;PCNA;MCM7;TUBB;ASF1B;RFC2;RANBP1;UBE2T;STMN1;ORC6;MCM4;MCM6;HELLS;POLA2;TBRG4;DDX39A;PRDX4;CENPM;NAP1L1;CCNE1;CKS2;MCM2;EXOSC8;TP53;GINS1;XRCC6;AURKB;CKS1B;SLBP;NAA38;TUBG1;LIG1;H2AZ1;POLE;PRIM2;NASP;MELK;MCM3;GINS3;SUV39H1;HMGB3;CCNB2;TCF19;PA2G4;RAN;MXD3;MYBL2;UBE2S;DUT;EZH2
prerank,Apical Surface,0.2906943740128398,1.0897568571550382,0.3293515358361775,0.32253530024954985,0.999,13/35,21.70%,PLAUR;SULF2;LYN;LYPD3;CX3CL1;DCBLD2;HSPB1;EFNA5;FLOT2;CROCC;IL2RG;GATA3;MAL
prerank,PI3K/AKT/mTOR  Signaling,0.23579726506185425,1.0874521829573385,0.2967741935483871,0.3167933560579737,0.999,20/96,15.02%,SFN;PFN1;TNFRSF1A;CFL1;CDKN1A;HRAS;ARPC3;AP2M1;CSNK2B;NOD1;E2F1;MAP2K3;RAC1;MYD88;ARHGDIA;TIAM1;PIN1;GRK2;PPP1CA;SLC2A1
prerank,TGF-beta Signaling,0.20655417556762448,0.8437751059136682,0.7452339688041595,0.8451657379001764,1.0,17/52,28.79%,PMEPA1;CDK9;IFNGR2;TGFB1;SLC20A1;TGIF1;CDKN1C;PPP1CA;TGFBR1;RAB31;JUNB;ACVR1;LTBP2;SMURF2;SKIL;FNTA;RHOA
prerank,Wnt-beta Catenin Signaling,0.19553049927592295,0.7450549145725291,0.8537414965986394,0.9662209667011133,1.0,12/38,24.77%,HEY2;CSNK1E;WNT5B;AXIN1;PSEN2;JAG2;KAT2A;CCND2;TP53;TCF7;FZD1;FRAT1
prerank,Mitotic Spindle,0.14058488498125563,0.7195783048621535,0.9852507374631269,0.958650535426604,1.0,30/194,16.54%,CDC42EP1;SAC3D1;MAP1S;GSN;CTTN;MAP3K11;TUBA4A;WASF1;FLNA;SEPTIN9;CLIP2;ABR;SYNPO;ARL8A;ARHGDIA;ARHGEF2;TIAM1;ARHGAP4;ARF6;SHROOM1;CEP131;MYH10;DST;NET1;MYO9B;LLGL1;BCAR1;ARHGAP10;UXT;KLC1
prerank,G2-M Checkpoint,-0.12034311883127664,-0.6480664636959276,1.0,0.9899144087662869,1.0,42/186,24.67%,RPS6KA5;INCENP;SMC1A;STAG1;CDC25A;NOLC1;H2AZ2;NSD2;PAFAH1B1;FANCC;EGF;FBXO5;PURA;SLC38A1;KMT5A;CUL5;CTCF;SQLE;CCNT1;ATRX;NUP50;GSPT1;PRMT5;SYNCRIP;SMC2;HIRA;SMC4;TFDP1;RAD21;WRN;CDC27;CBX1;CUL3;LIG3;H2BC12;TRA2B;KPNB1;PDS5B;YTHDC1;SRSF10;ABL1;ARID4A
prerank,Hedgehog Signaling,-0.22713080083161524,-0.865188732435767,0.6709677419354839,0.8453109339551034,1.0,8/32,17.62%,VLDLR;OPHN1;VEGFA;PTCH1;TLE1;CDK6;NF1;CNTFR
prerank,mTORC1 Signaling,-0.1691514102249387,-0.9328250247814631,0.6366120218579235,0.7239909865707173,0.999,43/197,18.75%,ADIPOR2;HMGCR;CANX;HMGCS1;CTH;VLDLR;ADD3;PIK3R3;SORD;IDI1;HSPA9;HSP90B1;STC1;SLA;CDC25A;TFRC;USO1;RDH11;HSPA5;IMMT;PSPH;UCHL5;STARD4;ATP2A2;LGMN;ACSL3;TXNRD1;CALR;PGK1;GOT1;SQLE;UNG;ME1;PSAT1;SSR1;GTF2H1;TCEA1;ACACA;CYP51A1;NFYC;ACLY;SLC7A11;GCLC
