ensembl,log2FC_tumor_vs_normal,AUC,AUC_disc,pval,mean_logCPM_tumor,FDR,symbol,gene_type
ENSG00000166326,-0.3735938408322621,0.2310413518340431,0.7689586481659568,1.9236388149202983e-11,5.961522537764913,6.69720634842634e-11,TRIM44,protein-coding
ENSG00000140987,-0.2667590686349976,0.2310756972111553,0.7689243027888446,1.9349734134898244e-11,1.080413014746987,6.735195920031889e-11,ZSCAN32,protein-coding
ENSG00000188707,-0.4230621726617438,0.2311100425882676,0.7688899574117324,1.9463733968073475e-11,2.8592336900010062,6.773396430925809e-11,ZBED10P,
ENSG00000124107,2.0004286845332384,0.7688212666575079,0.7688212666575079,1.969370994736196e-11,4.666194718247968,6.851931237256034e-11,SLPI,protein-coding
ENSG00000123562,-0.2926076341044616,0.2312474240967166,0.7687525759032834,1.9926345831721507e-11,6.970308647621666,6.928330853692647e-11,MORF4L2,protein-coding
ENSG00000167258,-0.3911638681771112,0.2312474240967166,0.7687525759032834,1.9926345831721507e-11,4.9270624992690175,6.928330853692647e-11,CDK12,protein-coding
ENSG00000141469,-0.8069332213339124,0.2312474240967166,0.7687525759032834,1.9926345831721507e-11,1.7983706183437749,6.928330853692647e-11,SLC14A1,protein-coding
ENSG00000106605,0.3101122033165682,0.7686838851490589,0.7686838851490589,2.0161671694107763e-11,4.7040096192829886,7.007093753954801e-11,BLVRA,protein-coding
ENSG00000075240,-0.3901843593732632,0.231316114850941,0.7686838851490589,2.0161671694107763e-11,4.980914398013448,7.007093753954801e-11,GRAMD4,protein-coding
ENSG00000186298,-0.2885456832758919,0.2313504602280533,0.7686495397719467,2.0280352855498485e-11,5.908211166232927,7.045266309321261e-11,PPP1CC,protein-coding
ENSG00000248275,-0.4690975058899962,0.2313504602280533,0.7686495397719467,2.0280352855498485e-11,3.1477558201785985,7.045266309321261e-11,TRIM52-AS1,ncRNA
ENSG00000166676,-0.3112191942760411,0.2313848056051655,0.7686151943948345,2.039971793931105e-11,0.6806968160384118,7.083643063818321e-11,TVP23A,protein-coding
ENSG00000163349,-0.4924894587130675,0.2313848056051655,0.7686151943948345,2.039971793931105e-11,5.946127994093536,7.083643063818321e-11,HIPK1,protein-coding
ENSG00000067141,-0.4415331966478222,0.23145349635939,0.76854650364061,2.0640515307521475e-11,5.23347708197407,7.1656958983915e-11,NEO1,protein-coding
ENSG00000163239,0.5137231290149513,0.7685121582634977,0.7685121582634977,2.076195536166146e-11,2.293588243106453,7.204715141624047e-11,TDRD10,protein-coding
ENSG00000149231,-0.3612795781466511,0.2314878417365022,0.7685121582634977,2.076195536166146e-11,4.015033169771412,7.204715141624047e-11,CCDC82,protein-coding
ENSG00000108309,0.580184523250997,0.7684778128863855,0.7684778128863855,2.088409487793485e-11,2.205082301747894,7.245520871612858e-11,RUNDC3A,protein-coding
ENSG00000168301,-0.3701816206362087,0.231590877867839,0.768409122132161,2.1130488072392223e-11,2.7678126433830315,7.327812192838303e-11,KCTD6,protein-coding
ENSG00000126768,-0.4629960397870301,0.231590877867839,0.768409122132161,2.1130488072392223e-11,4.17803437642548,7.327812192838303e-11,TIMM17B,protein-coding
ENSG00000132837,-0.7171287690898227,0.2316252232449512,0.7683747767550488,2.1254749692560337e-11,2.095461937398555,7.367696476672492e-11,DMGDH,protein-coding
ENSG00000205517,0.6167256829627972,0.7683747767550487,0.7683747767550487,2.1254749692560337e-11,6.12901194481015,7.367696476672492e-11,RGL3,protein-coding
ENSG00000151247,-0.2813081234800556,0.2316939139991757,0.7683060860008243,2.1505422997642677e-11,4.498795822731269,7.451346041036601e-11,EIF4E,protein-coding
ENSG00000154889,-0.4755605400124327,0.2316939139991757,0.7683060860008243,2.1505422997642677e-11,4.139739883530088,7.451346041036601e-11,MPPE1,protein-coding
ENSG00000128422,1.6824691498766235,0.7682717406237121,0.7682717406237121,2.163184275615803e-11,2.4896084816543964,7.491889354644164e-11,KRT17,protein-coding
ENSG00000130816,0.4649883884429879,0.7682717406237121,0.7682717406237121,2.163184275615803e-11,5.202641568965319,7.491889354644164e-11,DNMT1,protein-coding
ENSG00000148335,0.2707660314219557,0.7682030498694876,0.7682030498694876,2.188686883569444e-11,3.500556500602242,7.576919078785938e-11,NTMT1,protein-coding
ENSG00000121741,-0.3805778115148861,0.2317969501305124,0.7682030498694876,2.188686883569444e-11,5.689809327801644,7.576919078785938e-11,ZMYM2,protein-coding
ENSG00000183655,0.4007761437412482,0.7681687044923753,0.7681687044923753,2.2015483364058297e-11,2.6593029372870944,7.618132066537487e-11,KLHL25,protein-coding
ENSG00000124177,-0.444519081164934,0.2318312955076246,0.7681687044923753,2.2015483364058297e-11,5.57227262434694,7.618132066537487e-11,CHD6,protein-coding
ENSG00000225969,0.7687598588874994,0.7681000137381508,0.7681000137381508,2.2274936085576097e-11,1.389652457876423,7.702891488733304e-11,BICDL3P,
ENSG00000173933,-0.2991690235424009,0.2318999862618491,0.7681000137381508,2.2274936085576097e-11,3.131845378021779,7.702891488733304e-11,RBM4,protein-coding
ENSG00000197763,-0.3390565003271453,0.2318999862618491,0.7681000137381508,2.2274936085576097e-11,2.691188108818671,7.702891488733304e-11,TXNRD3,protein-coding
ENSG00000114270,1.208377142546852,0.7680656683610386,0.7680656683610386,2.2405782621972985e-11,2.336037535354901,7.74645768619027e-11,COL7A1,protein-coding
ENSG00000172361,-0.4484254040366349,0.2320717131474103,0.7679282868525896,2.293673501530344e-11,1.884275857384344,7.928305454074504e-11,CFAP53,protein-coding
ENSG00000112319,-0.8800553863337477,0.2320888858359664,0.7679111141640336,2.300333610625004e-11,1.0914330957068468,7.949601594713615e-11,EYA4,protein-coding
ENSG00000235919,-0.2417374623310243,0.2321060585245226,0.7678939414754774,2.307138599546293e-11,0.9855280829759786,7.969660293553102e-11,ASH1L-AS1,ncRNA
ENSG00000162885,-0.6424862859374976,0.2321060585245226,0.7678939414754774,2.307138599546293e-11,2.441772049480972,7.969660293553102e-11,B3GALNT2,protein-coding
ENSG00000213614,0.2741782275573898,0.7678595960983652,0.7678595960983652,2.3206810738292343e-11,6.316308259778385,8.012965129840026e-11,HEXA,protein-coding
ENSG00000139908,-0.4062889879337609,0.2321404039016348,0.7678595960983652,2.3206810738292343e-11,0.757945951706298,8.012965129840026e-11,TSSK4,protein-coding
ENSG00000248008,-0.2755349666621702,0.232174749278747,0.767825250721253,2.3343013590103044e-11,2.937006571568831,8.054755642616147e-11,NRAV,ncRNA
ENSG00000229457,-0.6809241685722489,0.232174749278747,0.767825250721253,2.3342649699837858e-11,1.2159865624819086,8.054755642616147e-11,LINC01789,
ENSG00000119927,-0.8139342320813343,0.232174749278747,0.767825250721253,2.3343013590103044e-11,4.030256822343059,8.054755642616147e-11,GPAM,protein-coding
ENSG00000131845,-0.3710992512892215,0.2322090946558593,0.7677909053441407,2.3479998921032778e-11,3.478700334096401,8.096761697644732e-11,ZNF304,protein-coding
ENSG00000205336,0.560706850220777,0.7677909053441406,0.7677909053441406,2.3479998921032778e-11,8.79630348355755,8.096761697644732e-11,ADGRG1,protein-coding
ENSG00000181523,0.3206902438833587,0.7677909053441406,0.7677909053441406,2.3479998921032778e-11,5.23208019142369,8.096761697644732e-11,SGSH,protein-coding
ENSG00000007168,-0.3369057475155363,0.232312130787196,0.767687869212804,2.389569384997575e-11,6.574922382533284,8.238324927324973e-11,PAFAH1B1,protein-coding
ENSG00000174943,0.3258350128445517,0.7675848330814672,0.7675848330814672,2.43185907300814e-11,3.3584495504357728,8.378682958008578e-11,KCTD13,protein-coding
ENSG00000130762,0.3126956811070602,0.7675848330814672,0.7675848330814672,2.43185907300814e-11,4.434032355900144,8.378682958008578e-11,ARHGEF16,protein-coding
ENSG00000096717,-0.4153495173711228,0.2324151669185327,0.7675848330814672,2.43185907300814e-11,4.238903005934181,8.378682958008578e-11,SIRT1,protein-coding
ENSG00000178035,0.3251196270915422,0.767550487704355,0.767550487704355,2.4461177806961358e-11,6.668240152889157,8.422344144169489e-11,IMPDH2,protein-coding
ENSG00000025293,-0.3237315367624163,0.232449512295645,0.767550487704355,2.4461177806961358e-11,4.746833605614356,8.422344144169489e-11,PHF20,protein-coding
ENSG00000259959,-0.4185883707598929,0.232449512295645,0.767550487704355,2.4461177806961358e-11,1.7030749946885275,8.422344144169489e-11,,
ENSG00000114251,0.699871452308487,0.7675161423272427,0.7675161423272427,2.4604583197203128e-11,4.130620309546178,8.468059662166192e-11,WNT5A,protein-coding
ENSG00000162976,-0.4029450363204536,0.2324838576727572,0.7675161423272427,2.4604583197203128e-11,3.711500574548921,8.468059662166192e-11,SLC66A3,protein-coding
ENSG00000103196,-0.9311611181119686,0.2325525484269817,0.7674474515730183,2.489386730440605e-11,3.6795390206931975,8.565770542764734e-11,CRISPLD2,protein-coding
ENSG00000101343,-0.2805722777852759,0.2325868938040939,0.767413106195906,2.5039755277640264e-11,4.484962486150942,8.612248371026865e-11,CRNKL1,protein-coding
ENSG00000017427,-0.5199499547405381,0.2325868938040939,0.767413106195906,2.503973581929599e-11,0.9110826681410664,8.612248371026865e-11,IGF1,protein-coding
ENSG00000133706,-0.2810809734507797,0.2326899299354307,0.7673100700645693,2.5482458946851067e-11,6.039066973273361,8.760729680670059e-11,LARS1,protein-coding
ENSG00000115568,-0.3123726546235859,0.2326899299354307,0.7673100700645693,2.5482458946851067e-11,3.89051189048808,8.760729680670059e-11,ZNF142,protein-coding
ENSG00000196139,-0.5660408839314344,0.2327586206896551,0.7672413793103449,2.5781841756229438e-11,2.0079017346295345,8.859831186477293e-11,AKR1C3,protein-coding
ENSG00000137642,-0.7488478781773376,0.2327586206896551,0.7672413793103449,2.5781841756229438e-11,5.8603226130756925,8.859831186477293e-11,SORL1,protein-coding
ENSG00000142627,0.8787601982130173,0.7672070339332326,0.7672070339332326,2.5932821577396597e-11,5.615773334617519,8.907871082268125e-11,EPHA2,protein-coding
ENSG00000174775,0.424657013393741,0.7672070339332326,0.7672070339332326,2.5932821577396597e-11,4.186090823288871,8.907871082268125e-11,HRAS,protein-coding
ENSG00000103932,-0.3301092262245646,0.2328273114438796,0.7671726885561203,2.608466676269465e-11,4.010952666453221,8.956166678081492e-11,RPAP1,protein-coding
ENSG00000124788,-0.3614811155770185,0.2328273114438796,0.7671726885561203,2.608466676269465e-11,4.983695101303845,8.956166678081492e-11,ATXN1,protein-coding
ENSG00000260285,-0.596335624294908,0.2328616568209918,0.7671383431790081,2.6237382159897966e-11,1.815582022415496,9.006659979371869e-11,TRMT61A-DT,
ENSG00000149932,0.3357514555160747,0.7671039978018959,0.7671039978018959,2.6390972643280127e-11,6.348909448828623,9.055480660537824e-11,TMEM219,protein-coding
ENSG00000145777,-0.3054248694667214,0.2328960021981041,0.7671039978018959,2.6390972643280127e-11,0.826244896828779,9.055480660537824e-11,TSLP,protein-coding
ENSG00000067167,-0.3685359734278144,0.2329646929523286,0.7670353070476714,2.6700798499023967e-11,7.1784420073050885,9.159817326996635e-11,TRAM1,protein-coding
ENSG00000271605,0.7489152417079417,0.7670009616705591,0.7670009616705591,2.6857043753706037e-11,1.8276718117702584,9.205487258640624e-11,MILR1,protein-coding
ENSG00000092094,0.2962293478758404,0.7670009616705591,0.7670009616705591,2.6857043753706037e-11,4.807244365986333,9.205487258640624e-11,OSGEP,protein-coding
ENSG00000186222,0.284400183670241,0.7670009616705591,0.7670009616705591,2.6857043753706037e-11,3.495402381770157,9.205487258640624e-11,BLOC1S4,protein-coding
ENSG00000137364,-0.5559781619115016,0.2329990383294408,0.7670009616705591,2.6857043753706037e-11,6.398876955945603,9.205487258640624e-11,TPMT,protein-coding
ENSG00000180776,0.4873306579708947,0.7668979255392224,0.7668979255392224,2.7331168687364367e-11,5.78945458440238,9.365982247253436e-11,ZDHHC20,protein-coding
ENSG00000259877,-0.4503068116784354,0.2331364198378898,0.7668635801621102,2.749102350947262e-11,2.502071099832136,9.418735694964076e-11,ZNF778-DT,ncRNA
ENSG00000137100,-0.3335758317940502,0.233170765215002,0.7668292347849979,2.76517933830314e-11,5.062294593605068,9.465673006768196e-11,DCTN3,protein-coding
ENSG00000177692,-0.3915545104060765,0.233170765215002,0.7668292347849979,2.76517933830314e-11,1.8609107276030896,9.465673006768196e-11,DNAJC28,protein-coding
ENSG00000113638,-0.3954951421789525,0.233170765215002,0.7668292347849979,2.76517933830314e-11,3.279017569397592,9.465673006768196e-11,TTC33,protein-coding
ENSG00000181450,-0.407990296013093,0.233170765215002,0.7668292347849979,2.76517933830314e-11,3.002155666891756,9.465673006768196e-11,ZNF678,protein-coding
ENSG00000263465,-0.2863901049374036,0.2332051105921143,0.7667948894078858,2.781348342725156e-11,5.610471104974906,9.518976450994044e-11,SRSF8,protein-coding
ENSG00000102409,-0.4690721337191244,0.2332394559692265,0.7667605440307734,2.797609878928672e-11,6.254186304382093,9.570517644238806e-11,BEX4,protein-coding
ENSG00000087074,-1.0618142630466405,0.2332394559692265,0.7667605440307734,2.797609878928672e-11,5.730050028236844,9.570517644238806e-11,PPP1R15A,protein-coding
ENSG00000198925,0.2414092465413917,0.766691853276549,0.766691853276549,2.8304126196031804e-11,5.473474539724169,9.680655401554531e-11,ATG9A,protein-coding
ENSG00000182795,1.048280643070474,0.7666575078994368,0.7666575078994368,2.8469548676111574e-11,5.017729886916475,9.733053687767874e-11,C1orf116,protein-coding
ENSG00000146842,-0.4032872052237684,0.2333424921005632,0.7666575078994368,2.8469548676111574e-11,4.11653012494288,9.733053687767874e-11,TMEM209,protein-coding
ENSG00000154822,-0.6260705681603049,0.2333768374776755,0.7666231625223245,2.8635917345046075e-11,2.1127802519854852,9.785730346961892e-11,PLCL2,protein-coding
ENSG00000067445,-0.7536541508878201,0.2333768374776755,0.7666231625223245,2.8635917345046075e-11,2.922429316364534,9.785730346961892e-11,TRO,protein-coding
ENSG00000110955,-0.3411442312498618,0.2334111828547877,0.7665888171452122,2.8803237491954135e-11,8.12092379947979,9.840797228053314e-11,ATP5F1B,protein-coding
ENSG00000181915,-0.4014291511978456,0.2334455282318999,0.7665544717681,2.8971514434800047e-11,4.156869488327538,9.894045495658127e-11,ADO,protein-coding
ENSG00000034053,-0.7524442160131692,0.2334455282318999,0.7665544717681,2.8971514434800047e-11,1.9364879369304016,9.894045495658127e-11,APBA2,protein-coding
ENSG00000147316,-0.2973384195446087,0.2334798736090122,0.7665201263909878,2.914075352054965e-11,3.778741090010559,9.949708940521218e-11,MCPH1,protein-coding
ENSG00000103549,-0.293001447723765,0.2335485643632367,0.7664514356367633,2.948213965454503e-11,5.400035429290188,1.006195672632512e-10,RNF40,protein-coding
ENSG00000180530,0.9753022249611264,0.7664170902596511,0.7664170902596511,2.9654297543112064e-11,5.141461082810135,1.0109881234304128e-10,NRIP1,protein-coding
ENSG00000205593,0.4370810258705737,0.7664170902596511,0.7664170902596511,2.9654297543112064e-11,3.97161240899194,1.0109881234304128e-10,DENND6B,protein-coding
ENSG00000139579,0.2304494442945808,0.7664170902596511,0.7664170902596511,2.9654297543112064e-11,4.591674856327292,1.0109881234304128e-10,NABP2,protein-coding
ENSG00000128585,-0.5199303802030828,0.2335829097403489,0.766417090259651,2.9654297543112064e-11,4.470136969930674,1.0109881234304128e-10,MKLN1,protein-coding
ENSG00000006611,-0.7892751783639107,0.2335829097403489,0.766417090259651,2.9411347603332156e-11,0.4005608565791307,1.0039947377322644e-10,USH1C,protein-coding
ENSG00000122852,1.453506954059081,0.7663827448825388,0.7663827448825388,2.9524187467361355e-11,1.5984176501345146,1.0074148628537524e-10,SFTPA1,protein-coding
ENSG00000055483,-0.2924121144559501,0.2336859458716856,0.7663140541283143,3.0176696159063955e-11,5.081337332790099,1.0285778224300676e-10,USP36,protein-coding
ENSG00000272986,-0.2882770470738041,0.2337546366259101,0.7662453633740899,3.052995467964887e-11,0.7923907029048283,1.0403960593441315e-10,,
ENSG00000117036,-0.3940443075869568,0.2337889820030224,0.7662110179969777,3.0708098526852506e-11,4.13923553152186,1.0457955812181027e-10,ETV3,protein-coding
ENSG00000163249,-0.4136507265049656,0.2337889820030224,0.7662110179969777,3.0708098526852506e-11,3.899891656728737,1.0457955812181027e-10,CCNYL1,protein-coding
ENSG00000111816,-0.526352633374058,0.2337889820030224,0.7662110179969777,3.0708098526852506e-11,1.4608136298683496,1.0457955812181027e-10,FRK,protein-coding
ENSG00000111145,0.5173219848132513,0.7661766726198653,0.7661766726198653,3.0887259615896936e-11,5.796856196926405,1.0514474698910159e-10,ELK3,protein-coding
ENSG00000132356,-0.3764065650764667,0.2338233273801346,0.7661766726198653,3.0887259615896936e-11,5.374318744564265,1.0514474698910159e-10,PRKAA1,protein-coding
ENSG00000147180,-0.5109680039693725,0.2338576727572468,0.7661423272427531,3.1067443623090236e-11,2.6443105718517343,1.0571293356731068e-10,ZNF711,protein-coding
ENSG00000110328,-0.7545565468755733,0.2338576727572468,0.7661423272427531,3.1067443623090236e-11,5.2210685424495304,1.0571293356731068e-10,GALNT18,protein-coding
ENSG00000002822,0.2957353010959469,0.7661079818656409,0.7661079818656409,3.1248656255642154e-11,4.518350631372865,1.0628413342726206e-10,MAD1L1,protein-coding
ENSG00000119812,-0.3278496541209916,0.2338920181343591,0.7661079818656409,3.1248656255642154e-11,4.699695282338349,1.0628413342726206e-10,FAM98A,protein-coding
ENSG00000160961,-0.4248500280093243,0.2339263635114713,0.7660736364885287,3.143090325182691e-11,3.040380289541138,1.0685836221880448e-10,ZNF333,protein-coding
ENSG00000274180,-0.4339854441928272,0.2339263635114713,0.7660736364885287,3.143090325182691e-11,4.596898062392905,1.0685836221880448e-10,NATD1,protein-coding
ENSG00000260329,-0.3532742815413368,0.2339607088885835,0.7660392911114164,3.1614190381149837e-11,1.0245791171754208,1.0743563567120856e-10,TMEM263-DT,ncRNA
ENSG00000232040,-0.4703001153870043,0.2339607088885835,0.7660392911114164,3.1614190381149837e-11,1.807078462433396,1.0743563567120856e-10,SCAND3,protein-coding
ENSG00000113396,2.380378422852523,0.7659706003571919,0.7659706003571919,3.1981842554950296e-11,4.263329559611101,1.0859937987512094e-10,SLC27A6,protein-coding
ENSG00000203879,0.223047601634982,0.7659706003571919,0.7659706003571919,3.1983908274371696e-11,6.339188142745071,1.0859937987512094e-10,GDI1,protein-coding
ENSG00000167065,-0.2490224484598231,0.234029399642808,0.7659706003571919,3.1983908274371696e-11,1.7526175878474437,1.0859937987512094e-10,DUSP18,protein-coding
ENSG00000162236,-0.29844768319556,0.234029399642808,0.7659706003571919,3.1983908274371696e-11,5.288180884746411,1.0859937987512094e-10,STX5,protein-coding
ENSG00000141127,-0.2964069653427739,0.2341324357741448,0.7658675642258552,3.254643216452183e-11,4.387112009827564,1.1046229949211671e-10,PRPSAP2,protein-coding
ENSG00000204104,-0.3273163055005907,0.2341324357741448,0.7658675642258552,3.254643216452183e-11,4.3975953991594245,1.1046229949211671e-10,IFT54,protein-coding
ENSG00000164938,0.5274076709457276,0.765833218848743,0.765833218848743,3.273608302211167e-11,5.107494521835028,1.1096410520880926e-10,TP53INP1,protein-coding
ENSG00000164118,-0.3013980616157488,0.234166781151257,0.7658332188487429,3.273608302211167e-11,3.345917409853028,1.1096410520880926e-10,CEP44,protein-coding
ENSG00000168175,-0.3207514265400499,0.234166781151257,0.7658332188487429,3.273608302211167e-11,5.821145327678232,1.1096410520880926e-10,MAPK1IP1L,protein-coding
ENSG00000256294,-0.3687947216633263,0.234166781151257,0.7658332188487429,3.273608302211167e-11,2.1568571031716,1.1096410520880926e-10,ZNF225,protein-coding
ENSG00000081818,-0.4477675736055702,0.234166781151257,0.7658332188487429,3.273608302211167e-11,1.019666714004717,1.1096410520880926e-10,PCDHB4,protein-coding
ENSG00000169299,-0.4526566360313317,0.234166781151257,0.7658332188487429,3.273608302211167e-11,4.057801244080084,1.1096410520880926e-10,PGM2,protein-coding
ENSG00000185122,0.231275171205457,0.7657645280945184,0.7657645280945184,3.311863498702701e-11,6.011077627719215,1.1221306489541932e-10,HSF1,protein-coding
ENSG00000119596,-0.3930405443641245,0.2342354719054815,0.7657645280945184,3.311863498702701e-11,5.762947408729884,1.1221306489541932e-10,YLPM1,protein-coding
ENSG00000277462,-0.2759357728538902,0.234304162659706,0.765695837340294,3.3505560951347116e-11,1.3234612629591769,1.1345165281314988e-10,ZNF670,protein-coding
ENSG00000245573,-0.3998540452692412,0.234304162659706,0.765695837340294,3.3505560951347116e-11,2.266311650372382,1.1345165281314988e-10,BDNF-AS,ncRNA
ENSG00000187187,-0.4459975558468874,0.234304162659706,0.765695837340294,3.3505560951347116e-11,2.25481454733272,1.1345165281314988e-10,ZNF546,protein-coding
ENSG00000177556,-0.3815640144889096,0.2343385080368182,0.7656614919631818,3.370067943165822e-11,4.910522727124296,1.1408808118755624e-10,ATOX1,protein-coding
ENSG00000010818,-0.4947286460465392,0.2343728534139305,0.7656271465860696,3.3896909776205336e-11,4.865031113017716,1.147280023194642e-10,HIVEP2,protein-coding
ENSG00000137880,0.3862807064466589,0.7655928012089572,0.7655928012089572,3.4094258175858105e-11,2.0773977864758955,1.1537143493203055e-10,GCHFR,protein-coding
ENSG00000133985,0.4840311091999618,0.765558455831845,0.765558455831845,3.429273085511192e-11,4.492484112912586,1.1599376025912564e-10,TTC9,protein-coding
ENSG00000184271,-0.2777266636669213,0.2344415441681549,0.765558455831845,3.429273085511192e-11,3.311942209810977,1.1599376025912564e-10,POU6F1,protein-coding
ENSG00000279689,-0.2318458101146447,0.2344758895452672,0.7655241104547328,3.4492334072265605e-11,0.782673343053963,1.1661937955912683e-10,,
ENSG00000090061,-0.358897885958735,0.2344758895452672,0.7655241104547328,3.4492334072265605e-11,2.5447236209796653,1.1661937955912683e-10,CCNK,protein-coding
ENSG00000143612,0.2715635177408764,0.7654897650776206,0.7654897650776206,3.4693074119601414e-11,7.025691443611741,1.1727319282194638e-10,LTAP1,protein-coding
ENSG00000203697,0.4826588106904608,0.7654554197005083,0.7654554197005083,3.489493059434793e-11,0.7297159030493723,1.1793050169886988e-10,CAPN8,protein-coding
ENSG00000258890,-0.4414217112575596,0.2345789256766039,0.765421074323396,3.5097990044936726e-11,4.364497875402143,1.1859159640130511e-10,CEP95,protein-coding
ENSG00000130348,-0.3202974204750117,0.2346476164308284,0.7653523835691716,3.550752965587455e-11,3.9247727725422,1.1994993263176454e-10,QRSL1,protein-coding
ENSG00000116539,-0.5470322756996033,0.2346819618079406,0.7653180381920593,3.571404944036402e-11,5.8219727262421515,1.2062200582826932e-10,ASH1L,protein-coding
ENSG00000243364,0.380361128971491,0.7652493474378349,0.7652493474378349,3.613062146748276e-11,3.0652168229529253,1.2195137502311194e-10,EFNA4,protein-coding
ENSG00000005889,-0.4814443173256357,0.2347506525621651,0.7652493474378349,3.613062146748276e-11,4.5433454273835965,1.2195137502311194e-10,ZFX,protein-coding
ENSG00000198780,-0.7311307657200952,0.2347506525621651,0.7652493474378349,3.613062146748276e-11,2.3625838895425915,1.2195137502311194e-10,FAM169A,protein-coding
ENSG00000177485,0.46626199056288,0.7652150020607227,0.7652150020607227,3.634068681604233e-11,5.074417853108028,1.2260844304298288e-10,ZBTB33,protein-coding
ENSG00000150276,-0.5548974447799649,0.2347849979392773,0.7652150020607227,3.634068681604233e-11,0.8505443712510682,1.2260844304298288e-10,PPIAP26,pseudo
ENSG00000159461,0.3438007409382111,0.7651806566836103,0.7651806566836103,3.655194718448529e-11,6.56157826300694,1.2321680735544586e-10,AMFR,protein-coding
ENSG00000159885,-0.2633924757267023,0.2348193433163896,0.7651806566836103,3.655194718448529e-11,1.5604221027908205,1.2321680735544586e-10,ZNF222,protein-coding
ENSG00000156931,-0.2950416516549357,0.2348193433163896,0.7651806566836103,3.655194718448529e-11,4.412905337389727,1.2321680735544586e-10,VPS8,protein-coding
ENSG00000171634,-0.47815223667821,0.2348193433163896,0.7651806566836103,3.655194718448529e-11,5.62454645979853,1.2321680735544586e-10,BPTF,protein-coding
ENSG00000188486,0.6305809182631874,0.7651463113064981,0.7651463113064981,3.676440921495453e-11,4.293920956401192,1.2390679432412096e-10,H2AX,protein-coding
ENSG00000120885,0.8635178736042697,0.7650776205522737,0.7650776205522737,3.719296501078264e-11,11.608605898452032,1.2529812747287352e-10,CLU,protein-coding
ENSG00000155729,-0.3782729697063787,0.2349223794477263,0.7650776205522737,3.719296501078264e-11,3.995879928537508,1.2529812747287352e-10,KCTD18,protein-coding
ENSG00000221838,0.2378859314333685,0.7650432751751615,0.7650432751751615,3.740907224123837e-11,3.971996655937686,1.2599951420140508e-10,AP4M1,protein-coding
ENSG00000203705,-0.2506013310567621,0.2349910702019508,0.7650089297980491,3.762640806429812e-11,3.3336583886582685,1.2667795976498424e-10,TATDN3,protein-coding
ENSG00000144908,-0.5106633346353773,0.2349910702019508,0.7650089297980491,3.762640806429812e-11,1.2217466085830675,1.2667795976498424e-10,ALDH1L1,protein-coding
ENSG00000223764,0.9460004362248452,0.764837202912488,0.764837202912488,3.8731756210354095e-11,1.9807868070534056,1.3028921075364735e-10,LINC02593,ncRNA
ENSG00000187840,0.547770050466565,0.764837202912488,0.764837202912488,3.8731756210354095e-11,2.5711430282882177,1.3028921075364735e-10,EIF4EBP1,protein-coding
ENSG00000267169,-0.2736324185093186,0.235162797087512,0.7648372029124879,3.8731756210354095e-11,1.2250003248964842,1.3028921075364735e-10,ADGRL1-AS1,ncRNA
ENSG00000109270,-0.2797448066656844,0.235162797087512,0.7648372029124879,3.8731756210354095e-11,5.173827559516873,1.3028921075364735e-10,LAMTOR3,protein-coding
ENSG00000196632,-0.5748829299288116,0.2351971424646242,0.7648028575353758,3.895660819602677e-11,1.6400550448237,1.309902586755994e-10,WNK3,protein-coding
ENSG00000276023,-0.7841137732669603,0.2351971424646242,0.7648028575353758,3.895660819602677e-11,4.805449719974334,1.309902586755994e-10,DUSP14,protein-coding
ENSG00000147454,0.5371803998954281,0.7647685121582635,0.7647685121582635,3.9182737326266934e-11,5.193326248819451,1.3163945162049772e-10,SLC25A37,protein-coding
ENSG00000102030,0.3843885133523312,0.7647685121582635,0.7647685121582635,3.9182737326266934e-11,4.222265734267467,1.3163945162049772e-10,NAA10,protein-coding
ENSG00000272447,-0.2846592869704877,0.2352314878417365,0.7647685121582635,3.9182737326266934e-11,0.9889105332166944,1.3163945162049772e-10,LOC642361,ncRNA
ENSG00000263142,-0.4623217981383893,0.2352314878417365,0.7647685121582635,3.9182737326266934e-11,2.516181805365232,1.3163945162049772e-10,LRRC37A17P,pseudo
ENSG00000007866,0.4686445962733283,0.7647341667811512,0.7647341667811512,3.941015068810127e-11,4.406502810292902,1.3234764498420343e-10,TEAD3,protein-coding
ENSG00000135447,-0.3883556249699998,0.2352658332188487,0.7647341667811512,3.941015068810127e-11,0.7462916127853284,1.3234764498420343e-10,PPP1R1A,protein-coding
ENSG00000120451,-0.3932179423951041,0.2353001785959609,0.764699821404039,3.9638855406911265e-11,5.8242606519267435,1.3308762414023663e-10,SNX19,protein-coding
ENSG00000258376,-0.5824108077233769,0.2353345239730732,0.7646654760269268,3.9868858646638247e-11,1.283087507675101,1.338034514377695e-10,PAPLN-AS1,
ENSG00000130988,-0.6129820112465998,0.2353345239730732,0.7646654760269268,3.9868858646638247e-11,3.857031162731383,1.338034514377695e-10,RGN,protein-coding
ENSG00000102780,0.5847349539083893,0.7646311306498146,0.7646311306498146,4.0100167609983555e-11,3.6392635854269777,1.3455139450006703e-10,DGKH,protein-coding
ENSG00000172757,0.326780242067306,0.7645967852727023,0.7645967852727023,4.0332789538615385e-11,8.540937172527785,1.353034270789945e-10,CFL1,protein-coding
ENSG00000014824,-0.3376013193316236,0.2355062508586344,0.7644937491413656,4.1038606121706926e-11,5.66271127694403,1.376422232694352e-10,SLC30A9,protein-coding
