Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,nlogq
GO_Biological_Process_2021,canonical Wnt signaling pathway,3/68,0.0823021360309693,0.4172424356680016,0,0,3.051282051282051,7.6201443044724835,RARG;CDH3;DVL1,0.3796115280517709
GO_Biological_Process_2021,negative regulation of transforming growth factor beta receptor signaling pathway,3/68,0.0823021360309693,0.4172424356680016,0,0,3.051282051282051,7.6201443044724835,FAM89B;TGFB1I1;VASN,0.3796115280517709
GO_Biological_Process_2021,activation of phospholipase C activity,2/32,0.0828909799972081,0.4172424356680016,0,0,4.400447427293065,10.95812192220498,P2RY6;ANG,0.3796115280517709
GO_Biological_Process_2021,regulation of cell morphogenesis,2/32,0.0828909799972081,0.4172424356680016,0,0,4.400447427293065,10.95812192220498,CFL1;WTIP,0.3796115280517709
GO_Biological_Process_2021,regulation of dendritic spine morphogenesis,2/32,0.0828909799972081,0.4172424356680016,0,0,4.400447427293065,10.95812192220498,CFL1;NGEF,0.3796115280517709
GO_Biological_Process_2021,negative regulation of developmental growth,2/32,0.0828909799972081,0.4172424356680016,0,0,4.400447427293065,10.95812192220498,CDKN1A;GDF15,0.3796115280517709
GO_Biological_Process_2021,supramolecular fiber organization,9/351,0.0833765928846005,0.4172424356680016,0,0,1.750587809730512,4.349138769512515,CST3;PLK3;GSN;CD151;LAMB3;ITGB4;RHOG;RHOC;MFGE8,0.3796115280517709
GO_Biological_Process_2021,extracellular matrix organization,8/300,0.08347393680872,0.4172424356680016,0,0,1.8209795458810285,4.521894339110995,GSN;CD151;LAMB3;ITGB4;ITGA3;QSOX1;CAPG;TIMP1,0.3796115280517709
GO_Biological_Process_2021,innate immune response,8/302,0.0859398092744442,0.4172424356680016,0,0,1.8084055540024229,4.438022754195015,PPP1R14B;CYBC1;SLPI;STING1;ANG;SHFL;TRIM11;CXCL16,0.3796115280517709
GO_Biological_Process_2021,axon guidance,6/203,0.0859478884124909,0.4172424356680016,0,0,2.020408163265306,4.958110150879353,VASP;GRB7;LYPLA2;RHOG;SCN1B;EPHB3,0.3796115280517709
GO_Biological_Process_2021,regulation of Wnt signaling pathway,4/111,0.0860057897419659,0.4172424356680016,0,0,2.474488507198787,6.070763273386143,ITGA3;NXN;TAX1BP3;RUNX1,0.3796115280517709
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,BAX,0.3796115280517709
GO_Biological_Process_2021,pteridine-containing compound biosynthetic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,FPGS,0.3796115280517709
GO_Biological_Process_2021,regulation of blood vessel remodeling,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,CST3,0.3796115280517709
GO_Biological_Process_2021,B cell chemotaxis,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,HSD3B7,0.3796115280517709
GO_Biological_Process_2021,regulation of cardiac muscle hypertrophy in response to stress,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,LMNA,0.3796115280517709
GO_Biological_Process_2021,regulation of hepatocyte proliferation,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,MDK,0.3796115280517709
GO_Biological_Process_2021,regulation of keratinocyte apoptotic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,GSN,0.3796115280517709
GO_Biological_Process_2021,regulation of mitotic sister chromatid segregation,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,LCMT1,0.3796115280517709
GO_Biological_Process_2021,regulation of mitotic spindle checkpoint,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,LCMT1,0.3796115280517709
GO_Biological_Process_2021,regulation of neutrophil extravasation,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,MDK,0.3796115280517709
GO_Biological_Process_2021,regulation of peptidyl-cysteine S-nitrosylation,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,TXN,0.3796115280517709
GO_Biological_Process_2021,embryonic hindlimb morphogenesis,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,RARG,0.3796115280517709
GO_Biological_Process_2021,regulation of protein depolymerization,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,MAP1S,0.3796115280517709
GO_Biological_Process_2021,regulation of protein targeting,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,SREBF1,0.3796115280517709
GO_Biological_Process_2021,"establishment of mitochondrion localization, microtubule-mediated",1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,MAP1S,0.3796115280517709
GO_Biological_Process_2021,regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,LGALS3,0.3796115280517709
GO_Biological_Process_2021,galactose catabolic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,GALE,0.3796115280517709
GO_Biological_Process_2021,GDP-mannose metabolic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,GFUS,0.3796115280517709
GO_Biological_Process_2021,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,RYR1,0.3796115280517709
GO_Biological_Process_2021,hydrogen sulfide metabolic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,ETHE1,0.3796115280517709
GO_Biological_Process_2021,lipoxin metabolic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,ALOX5,0.3796115280517709
GO_Biological_Process_2021,lymphocyte apoptotic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,BAX,0.3796115280517709
GO_Biological_Process_2021,medium-chain fatty acid biosynthetic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,ACOT7,0.3796115280517709
GO_Biological_Process_2021,tRNA pseudouridine synthesis,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,PUSL1,0.3796115280517709
GO_Biological_Process_2021,morphogenesis of an endothelium,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,CCM2,0.3796115280517709
GO_Biological_Process_2021,negative regulation of actin filament depolymerization,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,GSN,0.3796115280517709
GO_Biological_Process_2021,negative regulation of cardiac muscle cell apoptotic process,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,MDK,0.3796115280517709
GO_Biological_Process_2021,negative regulation of cytokinesis,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,ZFYVE19,0.3796115280517709
GO_Biological_Process_2021,negative regulation of monocyte chemotaxis,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,NBL1,0.3796115280517709
GO_Biological_Process_2021,negative regulation of SMAD protein signal transduction,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,FAM89B,0.3796115280517709
GO_Biological_Process_2021,negative regulation of trophoblast cell migration,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,TIMP1,0.3796115280517709
GO_Biological_Process_2021,peptidyl-glutamine methylation,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,TRMT112,0.3796115280517709
GO_Biological_Process_2021,peripheral nervous system neuron development,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,RUNX1,0.3796115280517709
GO_Biological_Process_2021,positive regulation of granulocyte differentiation,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,RUNX1,0.3796115280517709
GO_Biological_Process_2021,positive regulation of lipoprotein particle clearance,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,ANXA2,0.3796115280517709
GO_Biological_Process_2021,positive regulation of receptor binding,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,ANXA2,0.3796115280517709
GO_Biological_Process_2021,protein geranylgeranylation,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,RABGGTA,0.3796115280517709
GO_Biological_Process_2021,protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,1/6,0.0867018798458083,0.4172424356680016,0,0,13.173913043478262,32.213902309224224,BAX,0.3796115280517709
GO_Biological_Process_2021,negative regulation of smooth muscle cell proliferation,2/33,0.0873952018541186,0.4172424356680016,0,0,4.258281013206322,10.378771747064263,CDKN1A;ANG,0.3796115280517709
GO_Biological_Process_2021,regulation of canonical Wnt signaling pathway,7/253,0.0875574886475009,0.4172424356680016,0,0,1.889314353894392,4.601348947328467,CDH3;PSMD4;MDK;DVL1;IGFBP6;LZTS2;PSMB8,0.3796115280517709
GO_Biological_Process_2021,negative regulation of viral process,3/70,0.0880049843662423,0.4172424356680016,0,0,2.959897482285542,7.193621848584428,SLPI;SHFL;TRIM11,0.3796115280517709
GO_Biological_Process_2021,regulation of cytoskeleton organization,4/112,0.0881954020919088,0.4172424356680016,0,0,2.4514514514514514,5.952615512187749,TWF2;RHOG;GRHL3;RHOC,0.3796115280517709
GO_Biological_Process_2021,positive regulation of cellular process,14/625,0.0893372467722356,0.4172424356680016,0,0,1.529339727375734,3.6938704940940728,RPS9;SPHK1;RHOG;MST1R;TCIRG1;CXCL16;PYCARD;CDH3;RPS19;MDK;PPP1R13L;LMNA;TIMP1;IER5,0.3796115280517709
GO_Biological_Process_2021,regulation of inflammatory response,6/206,0.0906573867530499,0.4172424356680016,0,0,1.989795918367347,4.776839106360136,FNDC4;MDK;TMSB4X;SPHK1;ALOX5;TNFRSF1A,0.3796115280517709
GO_Biological_Process_2021,regulation of endopeptidase activity,3/71,0.0909173512797571,0.4172424356680016,0,0,2.9162210338680925,6.992527663851786,SERPINA1;TIMP1;PSMB8,0.3796115280517709
GO_Biological_Process_2021,regulation of hematopoietic stem cell differentiation,3/71,0.0909173512797571,0.4172424356680016,0,0,2.9162210338680925,6.992527663851786,PSMD4;PSMB8;RUNX1,0.3796115280517709
GO_Biological_Process_2021,regulation of cell adhesion mediated by integrin,2/34,0.0919708563999972,0.4172424356680016,0,0,4.125,9.843419562812665,MUC1;PLAU,0.3796115280517709
GO_Biological_Process_2021,cardiac muscle contraction,2/34,0.0919708563999972,0.4172424356680016,0,0,4.125,9.843419562812665,GSN;SCN1B,0.3796115280517709
GO_Biological_Process_2021,negative regulation of mitochondrion organization,2/34,0.0919708563999972,0.4172424356680016,0,0,4.125,9.843419562812665,GPX1;BCL2L1,0.3796115280517709
GO_Biological_Process_2021,organelle disassembly,2/34,0.0919708563999972,0.4172424356680016,0,0,4.125,9.843419562812665,PLK3;STING1,0.3796115280517709
GO_Biological_Process_2021,positive regulation of DNA binding,2/34,0.0919708563999972,0.4172424356680016,0,0,4.125,9.843419562812665,PLAUR;TXN,0.3796115280517709
GO_Biological_Process_2021,positive regulation of release of sequestered calcium ion into cytosol,2/34,0.0919708563999972,0.4172424356680016,0,0,4.125,9.843419562812665,P2RY6;GSTO1,0.3796115280517709
GO_Biological_Process_2021,activation of protein kinase activity,4/114,0.0926547431490897,0.4172424356680016,0,0,2.4066339066339064,5.725081555427404,PRKAR1B;TNFRSF10B;ANG;TXN,0.3796115280517709
GO_Biological_Process_2021,cell morphogenesis involved in differentiation,3/72,0.0938694739769151,0.4172424356680016,0,0,2.8738105694627434,6.799004840338685,LAMB3;MICALL2;EPHB3,0.3796115280517709
GO_Biological_Process_2021,acylglycerol catabolic process,2/35,0.0966148045834713,0.4172424356680016,0,0,3.999796623957698,9.34761787724622,LYPLA2;LIPH,0.3796115280517709
GO_Biological_Process_2021,cellular response to virus,2/35,0.0966148045834713,0.4172424356680016,0,0,3.999796623957698,9.34761787724622,BAX;VWCE,0.3796115280517709
GO_Biological_Process_2021,regulation of T cell receptor signaling pathway,2/35,0.0966148045834713,0.4172424356680016,0,0,3.999796623957698,9.34761787724622,LGALS3;KCNN4,0.3796115280517709
GO_Biological_Process_2021,response to estrogen,2/35,0.0966148045834713,0.4172424356680016,0,0,3.999796623957698,9.34761787724622,KRT19;CITED4,0.3796115280517709
GO_Biological_Process_2021,maturation of SSU-rRNA,2/35,0.0966148045834713,0.4172424356680016,0,0,3.999796623957698,9.34761787724622,RPS19;RPS8,0.3796115280517709
GO_Biological_Process_2021,positive regulation of lipid biosynthetic process,2/35,0.0966148045834713,0.4172424356680016,0,0,3.999796623957698,9.34761787724622,CTDNEP1;SREBF1,0.3796115280517709
GO_Biological_Process_2021,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",3/73,0.0968606886861718,0.4172424356680016,0,0,2.832611832611833,6.612680010310167,VAMP8;PSMD4;PSMB8,0.3796115280517709
GO_Biological_Process_2021,negative regulation of cell adhesion,3/73,0.0968606886861718,0.4172424356680016,0,0,2.832611832611833,6.612680010310167,MUC1;MDK;SIPA1,0.3796115280517709
GO_Biological_Process_2021,cellular component assembly,7/261,0.0990609315935621,0.4172424356680016,0,0,1.8290559243234528,4.228814147994715,VASP;GSN;DVL1;RHOG;QSOX1;CAPG;RHOV,0.3796115280517709
GO_Biological_Process_2021,positive regulation of cell projection organization,4/117,0.0995406510336774,0.4172424356680016,0,0,2.3423822052140637,5.404318844510984,MDK;DVL1;TWF2;SCN1B,0.3796115280517709
GO_Biological_Process_2021,regulation of stress fiber assembly,3/74,0.0998903249982201,0.4172424356680016,0,0,2.792573623559539,6.433202832635332,RHOC;PFN1;S100A10,0.3796115280517709
GO_Biological_Process_2021,aldehyde catabolic process,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,ALDH3B1,0.3796115280517709
GO_Biological_Process_2021,purine-containing compound metabolic process,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,GUK1,0.3796115280517709
GO_Biological_Process_2021,regulation of atrial cardiac muscle cell membrane depolarization,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,SCN1B,0.3796115280517709
GO_Biological_Process_2021,autophagosome membrane docking,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,VAMP8,0.3796115280517709
GO_Biological_Process_2021,regulation of bone remodeling,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,MDK,0.3796115280517709
GO_Biological_Process_2021,bleb assembly,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,EMP3,0.3796115280517709
GO_Biological_Process_2021,"regulation of CD8-positive, alpha-beta T cell differentiation",1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,RUNX1,0.3796115280517709
GO_Biological_Process_2021,regulation of chromatin assembly or disassembly,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,MAP1S,0.3796115280517709
GO_Biological_Process_2021,Cdc42 protein signal transduction,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,RHOV,0.3796115280517709
GO_Biological_Process_2021,cellular protein complex disassembly,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,TRMT112,0.3796115280517709
GO_Biological_Process_2021,cellular response to caffeine,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,RYR1,0.3796115280517709
GO_Biological_Process_2021,cellular response to interleukin-18,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,ALOX5,0.3796115280517709
GO_Biological_Process_2021,regulation of histamine secretion by mast cell,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,VAMP8,0.3796115280517709
GO_Biological_Process_2021,citrulline metabolic process,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,DDAH2,0.3796115280517709
GO_Biological_Process_2021,regulation of metallopeptidase activity,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,TIMP1,0.3796115280517709
GO_Biological_Process_2021,death-inducing signaling complex assembly,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,TNFRSF1A,0.3796115280517709
GO_Biological_Process_2021,excitatory chemical synaptic transmission,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,PDLIM4,0.3796115280517709
GO_Biological_Process_2021,regulation of transforming growth factor beta2 production,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,CDH3,0.3796115280517709
GO_Biological_Process_2021,release of sequestered calcium ion into cytosol by endoplasmic reticulum,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,RYR1,0.3796115280517709
GO_Biological_Process_2021,Golgi disassembly,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,PLK3,0.3796115280517709
GO_Biological_Process_2021,response to alkaloid,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,RYR1,0.3796115280517709
GO_Biological_Process_2021,response to caffeine,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,RYR1,0.3796115280517709
GO_Biological_Process_2021,hexose catabolic process,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,GALE,0.3796115280517709
GO_Biological_Process_2021,hindlimb morphogenesis,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,RARG,0.3796115280517709
GO_Biological_Process_2021,interleukin-18-mediated signaling pathway,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,ALOX5,0.3796115280517709
GO_Biological_Process_2021,selenocysteine incorporation,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,TRNAU1AP,0.3796115280517709
GO_Biological_Process_2021,skin morphogenesis,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,ITGB4,0.3796115280517709
GO_Biological_Process_2021,maintenance of protein location in extracellular region,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,NBL1,0.3796115280517709
GO_Biological_Process_2021,malate metabolic process,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,ME3,0.3796115280517709
GO_Biological_Process_2021,TRAIL-activated apoptotic signaling pathway,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,TNFRSF10B,0.3796115280517709
GO_Biological_Process_2021,translational readthrough,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,TRNAU1AP,0.3796115280517709
GO_Biological_Process_2021,tRNA threonylcarbamoyladenosine metabolic process,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,LAGE3,0.3796115280517709
GO_Biological_Process_2021,xenobiotic catabolic process,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,GSTO1,0.3796115280517709
GO_Biological_Process_2021,negative regulation of dendritic spine development,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,NGEF,0.3796115280517709
GO_Biological_Process_2021,negative regulation of membrane protein ectodomain proteolysis,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,TIMP1,0.3796115280517709
GO_Biological_Process_2021,polyamine biosynthetic process,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,SRM,0.3796115280517709
GO_Biological_Process_2021,positive regulation of histone H4 acetylation,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,MUC1,0.3796115280517709
GO_Biological_Process_2021,positive regulation of integrin-mediated signaling pathway,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,CD63,0.3796115280517709
GO_Biological_Process_2021,positive regulation of IRE1-mediated unfolded protein response,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,BAX,0.3796115280517709
GO_Biological_Process_2021,positive regulation of podosome assembly,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,CAPG,0.3796115280517709
GO_Biological_Process_2021,positive regulation of respiratory burst,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,RPS19,0.3796115280517709
GO_Biological_Process_2021,positive regulation of striated muscle contraction,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,GSTO1,0.3796115280517709
GO_Biological_Process_2021,positive regulation of vesicle fusion,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,ANXA2,0.3796115280517709
GO_Biological_Process_2021,protein catabolic process in the vacuole,1/7,0.1004054392702225,0.4172424356680016,0,0,10.977703455964326,25.232678395392178,TCIRG1,0.3796115280517709
GO_Biological_Process_2021,negative regulation of inflammatory response,6/212,0.1004881537224902,0.4172424356680016,0,0,1.931246284921736,4.437454391545792,FNDC4;RPS19;PRKAR1B;MDK;ALOX5;TNFRSF1A,0.3796115280517709
GO_Biological_Process_2021,dendrite morphogenesis,2/36,0.1013239849077119,0.4172424356680016,0,0,3.881958152388472,8.8874797008189,DVL1;EPHB3,0.3796115280517709
GO_Biological_Process_2021,regulation of receptor internalization,2/36,0.1013239849077119,0.4172424356680016,0,0,3.881958152388472,8.8874797008189,CD63;ANKRD13D,0.3796115280517709
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway by p53 class mediator,2/36,0.1013239849077119,0.4172424356680016,0,0,3.881958152388472,8.8874797008189,PYCARD;RPS27L,0.3796115280517709
GO_Biological_Process_2021,membrane assembly,2/36,0.1013239849077119,0.4172424356680016,0,0,3.881958152388472,8.8874797008189,ANXA2;S100A10,0.3796115280517709
GO_Biological_Process_2021,positive regulation of substrate adhesion-dependent cell spreading,2/36,0.1013239849077119,0.4172424356680016,0,0,3.881958152388472,8.8874797008189,MDK;S100A10,0.3796115280517709
GO_Biological_Process_2021,regulation of hematopoietic progenitor cell differentiation,3/75,0.1029577064563014,0.4191010807717444,0,0,2.7536475869809203,6.26024428719552,PSMD4;PSMB8;RUNX1,0.3776812192124463
GO_Biological_Process_2021,positive regulation of T cell activation,3/75,0.1029577064563014,0.4191010807717444,0,0,2.7536475869809203,6.26024428719552,PYCARD;MDK;CD276,0.3776812192124463
GO_Biological_Process_2021,regulation of neuron projection development,5/165,0.1031472783797309,0.4191010807717444,0,0,2.069915254237288,4.702014161257391,MDK;CFL1;TWF2;SCN1B;EPHB3,0.3776812192124463
GO_Biological_Process_2021,positive regulation of GTPase activity,6/214,0.1038855367257358,0.4191010807717444,0,0,1.912480376766091,4.33074601307805,TBC1D2;RHOG;TAX1BP3;NGEF;SIPA1;S100A10,0.3776812192124463
GO_Biological_Process_2021,regulation of cell division,3/76,0.1060621511526709,0.4191010807717444,0,0,2.7157880171578803,6.093495115812481,PLK3;SFN;BCL2L1,0.3776812192124463
GO_Biological_Process_2021,cell morphogenesis involved in neuron differentiation,3/76,0.1060621511526709,0.4191010807717444,0,0,2.7157880171578803,6.093495115812481,MAP1S;DVL1;S100A6,0.3776812192124463
GO_Biological_Process_2021,regulation of epithelial to mesenchymal transition,3/76,0.1060621511526709,0.4191010807717444,0,0,2.7157880171578803,6.093495115812481,MDK;TGFB1I1;VASN,0.3776812192124463
GO_Biological_Process_2021,phospholipid metabolic process,3/76,0.1060621511526709,0.4191010807717444,0,0,2.7157880171578803,6.093495115812481,GPX4;ALOX15B;PLCD1,0.3776812192124463
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell proliferation,2/37,0.1060954118072865,0.4191010807717444,0,0,3.770853307766059,8.459594448037372,CDKN1A;P2RY6,0.3776812192124463
GO_Biological_Process_2021,glutamine family amino acid metabolic process,2/37,0.1060954118072865,0.4191010807717444,0,0,3.770853307766059,8.459594448037372,DDAH2;FPGS,0.3776812192124463
GO_Biological_Process_2021,negative regulation of G1/S transition of mitotic cell cycle,2/37,0.1060954118072865,0.4191010807717444,0,0,3.770853307766059,8.459594448037372,PLK3;CDKN1A,0.3776812192124463
GO_Biological_Process_2021,"phagocytosis, engulfment",2/37,0.1060954118072865,0.4191010807717444,0,0,3.770853307766059,8.459594448037372,GSN;RHOG,0.3776812192124463
GO_Biological_Process_2021,phagosome maturation,2/37,0.1060954118072865,0.4191010807717444,0,0,3.770853307766059,8.459594448037372,RAB34;TCIRG1,0.3776812192124463
GO_Biological_Process_2021,purine ribonucleotide metabolic process,3/77,0.1092029723035648,0.4191010807717444,0,0,2.678951678951679,5.932664396118048,SULT2B1;ACOT7;PDE9A,0.3776812192124463
GO_Biological_Process_2021,cellular response to UV,3/77,0.1092029723035648,0.4191010807717444,0,0,2.678951678951679,5.932664396118048,CDKN1A;TIMP1;DDB2,0.3776812192124463
GO_Biological_Process_2021,positive regulation of endothelial cell proliferation,3/77,0.1092029723035648,0.4191010807717444,0,0,2.678951678951679,5.932664396118048,MDK;SIRT6;ANG,0.3776812192124463
GO_Biological_Process_2021,protein modification process,3/78,0.1123794787650886,0.4191010807717444,0,0,2.643097643097643,5.777478236338372,CDC34;RABGGTA;LCMT1,0.3776812192124463
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen via MHC class I,3/78,0.1123794787650886,0.4191010807717444,0,0,2.643097643097643,5.777478236338372,VAMP8;PSMD4;PSMB8,0.3776812192124463
GO_Biological_Process_2021,actin filament reorganization,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,GSN,0.3776812192124463
GO_Biological_Process_2021,basic amino acid transport,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,SLC66A1,0.3776812192124463
GO_Biological_Process_2021,regulation of chaperone-mediated autophagy,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,PLK3,0.3776812192124463
GO_Biological_Process_2021,regulation of establishment of protein localization to mitochondrion,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,SREBF1,0.3776812192124463
GO_Biological_Process_2021,regulation of extracellular matrix constituent secretion,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,TNFRSF1A,0.3776812192124463
GO_Biological_Process_2021,cellular response to UV-B,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,CDKN1A,0.3776812192124463
GO_Biological_Process_2021,regulation of lymphocyte apoptotic process,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,LGALS3,0.3776812192124463
GO_Biological_Process_2021,cytoplasmic sequestering of NF-kappaB,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,TMSB4X,0.3776812192124463
GO_Biological_Process_2021,regulation of microvillus organization,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,TWF2,0.3776812192124463
GO_Biological_Process_2021,dendritic spine maintenance,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,ITGA3,0.3776812192124463
GO_Biological_Process_2021,diacylglycerol biosynthetic process,1/8,0.1139040603715798,0.4191010807717444,0,0,9.4089823220258,20.4400615348683,ANG,0.3776812192124463
