Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,nlogq
GO_Biological_Process_2021,regulation of chromatin silencing,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,HMGA1,0.34456154264874
GO_Biological_Process_2021,regulation of establishment of cell polarity,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,GSN,0.34456154264874
GO_Biological_Process_2021,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,BCL2L1,0.34456154264874
GO_Biological_Process_2021,regulation of mast cell degranulation,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,STXBP2,0.34456154264874
GO_Biological_Process_2021,dendritic spine morphogenesis,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,EPHB3,0.34456154264874
GO_Biological_Process_2021,digestive tract morphogenesis,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,EPHB3,0.34456154264874
GO_Biological_Process_2021,DNA unwinding involved in DNA replication,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,HMGA1,0.34456154264874
GO_Biological_Process_2021,eosinophil chemotaxis,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,LGALS3,0.34456154264874
GO_Biological_Process_2021,eosinophil migration,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,LGALS3,0.34456154264874
GO_Biological_Process_2021,regulation of rRNA processing,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,TRMT112,0.34456154264874
GO_Biological_Process_2021,glycosphingolipid biosynthetic process,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,B3GALT4,0.34456154264874
GO_Biological_Process_2021,sphingolipid catabolic process,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,SPHK1,0.34456154264874
GO_Biological_Process_2021,motor neuron axon guidance,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,RHOG,0.34456154264874
GO_Biological_Process_2021,negative regulation of DNA replication,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,S100A11,0.34456154264874
GO_Biological_Process_2021,negative regulation of transcription regulatory region DNA binding,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,TMSB4X,0.34456154264874
GO_Biological_Process_2021,neural tube development,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,DVL1,0.34456154264874
GO_Biological_Process_2021,nitric oxide metabolic process,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,DDAH2,0.34456154264874
GO_Biological_Process_2021,nuclear transport,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,HMGA1,0.34456154264874
GO_Biological_Process_2021,nucleotide catabolic process,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,GPX1,0.34456154264874
GO_Biological_Process_2021,oogenesis,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,MDK,0.34456154264874
GO_Biological_Process_2021,polyol biosynthetic process,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,ISYNA1,0.34456154264874
GO_Biological_Process_2021,positive regulation of collagen biosynthetic process,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,RUNX1,0.34456154264874
GO_Biological_Process_2021,positive regulation of syncytium formation by plasma membrane fusion,1/16,0.2148724323769847,0.4523123618790581,0,0,4.389074693422519,6.749127403281857,EHD2,0.34456154264874
GO_Biological_Process_2021,negative regulation of programmed cell death,8/381,0.2148843458343775,0.4523123618790581,0,0,1.41958940835139,2.182839208721871,PLK3;GPX4;DDAH2;SPHK1;CFL1;PLAUR;BID;BCL2L1,0.34456154264874
GO_Biological_Process_2021,central nervous system development,6/268,0.2157676457470984,0.4528809578433587,0,0,1.5140987692787038,2.3219509588831153,GSN;MAP1S;CAPG;LSR;PAFAH1B3;SH3GL1,0.34401593958953464
GO_Biological_Process_2021,regulation of phagocytosis,2/58,0.2161149851850598,0.4528809578433587,0,0,2.3542665388302972,3.606606085620694,PYCARD;SPHK1,0.34401593958953464
GO_Biological_Process_2021,membrane lipid biosynthetic process,2/58,0.2161149851850598,0.4528809578433587,0,0,2.3542665388302972,3.606606085620694,SPHK1;ALDH3B1,0.34401593958953464
GO_Biological_Process_2021,negative regulation of hydrolase activity,2/58,0.2161149851850598,0.4528809578433587,0,0,2.3542665388302972,3.606606085620694,CST3;CSTB,0.34401593958953464
GO_Biological_Process_2021,negative regulation of multicellular organismal process,5/214,0.2193159265164418,0.4590786208768139,0,0,1.5806503933176548,2.3982291670001827,RPS19;GDF15;MDK;TIMP1;VASN,0.33811293169797396
GO_Biological_Process_2021,mitotic DNA damage checkpoint signaling,2/59,0.2216357215203968,0.4621388299834674,0,0,2.3128458730719417,3.484811455136892,CDKN1A;RPS27L,0.33522753951187084
GO_Biological_Process_2021,positive regulation of tyrosine phosphorylation of STAT protein,2/59,0.2216357215203968,0.4621388299834674,0,0,2.3128458730719417,3.484811455136892,STAP2;TNFRSF1A,0.33522753951187084
GO_Biological_Process_2021,positive regulation of protein kinase B signaling,4/161,0.2229682782663513,0.4621388299834674,0,0,1.682131175761749,2.524417599893724,GDF15;RHOG;MST1R;TXN,0.33522753951187084
GO_Biological_Process_2021,activation of protein kinase A activity,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,PRKAR1B,0.33522753951187084
GO_Biological_Process_2021,pyrimidine-containing compound catabolic process,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,UPP1,0.33522753951187084
GO_Biological_Process_2021,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,GSTO1,0.33522753951187084
GO_Biological_Process_2021,regulation of cellular response to growth factor stimulus,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,ITGA3,0.33522753951187084
GO_Biological_Process_2021,regulation of cholesterol biosynthetic process,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,SREBF1,0.33522753951187084
GO_Biological_Process_2021,cellular biogenic amine biosynthetic process,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,SRM,0.33522753951187084
GO_Biological_Process_2021,regulation of establishment of endothelial barrier,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,TNFRSF1A,0.33522753951187084
GO_Biological_Process_2021,regulation of leukocyte migration,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,RHOG,0.33522753951187084
GO_Biological_Process_2021,diol biosynthetic process,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,SPHK1,0.33522753951187084
GO_Biological_Process_2021,regulation of receptor recycling,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,ANXA2,0.33522753951187084
GO_Biological_Process_2021,histone H2A monoubiquitination,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,DDB2,0.33522753951187084
GO_Biological_Process_2021,histone H2A ubiquitination,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,DDB2,0.33522753951187084
GO_Biological_Process_2021,stabilization of membrane potential,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,KCNN4,0.33522753951187084
GO_Biological_Process_2021,sulfation,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,SULT2B1,0.33522753951187084
GO_Biological_Process_2021,synaptic vesicle membrane organization,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,SYNGR2,0.33522753951187084
GO_Biological_Process_2021,membrane depolarization during cardiac muscle cell action potential,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,SCN1B,0.33522753951187084
GO_Biological_Process_2021,negative regulation of execution phase of apoptosis,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,BCL2L1,0.33522753951187084
GO_Biological_Process_2021,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,MUC1,0.33522753951187084
GO_Biological_Process_2021,negative regulation of vascular associated smooth muscle cell proliferation,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,CDKN1A,0.33522753951187084
GO_Biological_Process_2021,positive regulation of collagen metabolic process,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,RUNX1,0.33522753951187084
GO_Biological_Process_2021,positive regulation of muscle hypertrophy,1/17,0.2266587580777875,0.4621388299834674,0,0,4.114548494983278,6.1072640814360994,PDE9A,0.33522753951187084
GO_Biological_Process_2021,Notch signaling pathway,2/60,0.2271677181862469,0.4626763677097857,0,0,2.2728535061328397,3.368520467411834,MDK;DTX2,0.33472268255185
GO_Biological_Process_2021,regulation of protein kinase activity,3/110,0.2286732963856461,0.4642387911553592,0,0,1.8496176720475783,2.729038642735435,CDKN1A;DVL1;SFN,0.3332585733138528
GO_Biological_Process_2021,response to endoplasmic reticulum stress,3/110,0.2286732963856461,0.4642387911553592,0,0,1.8496176720475783,2.729038642735435,TNFRSF10B;BAX;BBC3,0.3332585733138528
GO_Biological_Process_2021,response to tumor necrosis factor,3/110,0.2286732963856461,0.4642387911553592,0,0,1.8496176720475783,2.729038642735435,PYCARD;SPHK1;CXCL16,0.3332585733138528
GO_Biological_Process_2021,"regulation of DNA-templated transcription, initiation",2/61,0.2327094015675191,0.4661564542114614,0,0,2.2342168126493003,3.257409484932862,CDKN1A;BAX,0.3314682983378758
GO_Biological_Process_2021,O-glycan processing,2/61,0.2327094015675191,0.4661564542114614,0,0,2.2342168126493003,3.257409484932862,MUC1;B3GNT3,0.3314682983378758
GO_Biological_Process_2021,phosphatidylinositol metabolic process,3/112,0.2366117205457465,0.4661564542114614,0,0,1.8154943934760448,2.616735232686922,MTMR11;MBOAT7;PLCD1,0.3314682983378758
GO_Biological_Process_2021,response to retinoic acid,2/62,0.2382592423358063,0.4661564542114614,0,0,2.1968680089485457,3.15117856286834,RARG;TWF2,0.3314682983378758
GO_Biological_Process_2021,stress-activated MAPK cascade,2/62,0.2382592423358063,0.4661564542114614,0,0,2.1968680089485457,3.15117856286834,SH2D3A;CCM2,0.3314682983378758
GO_Biological_Process_2021,negative regulation of kinase activity,2/62,0.2382592423358063,0.4661564542114614,0,0,2.1968680089485457,3.15117856286834,DVL1;SFN,0.3314682983378758
GO_Biological_Process_2021,acidic amino acid transport,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,GIPC1,0.3314682983378758
GO_Biological_Process_2021,pulmonary valve development,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,TNFRSF1A,0.3314682983378758
GO_Biological_Process_2021,"alternative mRNA splicing, via spliceosome",1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,SCNM1,0.3314682983378758
GO_Biological_Process_2021,regulation of adaptive immune response,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,PYCARD,0.3314682983378758
GO_Biological_Process_2021,regulation of cartilage development,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,MDK,0.3314682983378758
GO_Biological_Process_2021,cellular response to alkaloid,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,RYR1,0.3314682983378758
GO_Biological_Process_2021,cellular response to dsRNA,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,STING1,0.3314682983378758
GO_Biological_Process_2021,chromatin disassembly,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,HMGA1,0.3314682983378758
GO_Biological_Process_2021,regulation of membrane depolarization,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,SCN1B,0.3314682983378758
GO_Biological_Process_2021,dendritic cell migration,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,ALOX5,0.3314682983378758
GO_Biological_Process_2021,regulation of multicellular organism growth,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,GDF15,0.3314682983378758
GO_Biological_Process_2021,regulation of protein-containing complex disassembly,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,SHFL,0.3314682983378758
GO_Biological_Process_2021,regulation of ventricular cardiac muscle cell membrane repolarization,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,SCN1B,0.3314682983378758
GO_Biological_Process_2021,T cell migration,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,CXCL16,0.3314682983378758
GO_Biological_Process_2021,mitochondrial fusion,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,BAX,0.3314682983378758
GO_Biological_Process_2021,negative regulation of interleukin-8 production,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,TMSB4X,0.3314682983378758
GO_Biological_Process_2021,negative regulation of Rho protein signal transduction,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,ITGA3,0.3314682983378758
GO_Biological_Process_2021,nitric oxide mediated signal transduction,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,DDAH2,0.3314682983378758
GO_Biological_Process_2021,nucleosome disassembly,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,HMGA1,0.3314682983378758
GO_Biological_Process_2021,phosphatidylinositol acyl-chain remodeling,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,MBOAT7,0.3314682983378758
GO_Biological_Process_2021,positive chemotaxis,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,LGALS3,0.3314682983378758
GO_Biological_Process_2021,positive regulation of cardiac muscle hypertrophy,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,PDE9A,0.3314682983378758
GO_Biological_Process_2021,positive regulation of cartilage development,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,MDK,0.3314682983378758
GO_Biological_Process_2021,positive regulation of extracellular matrix organization,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,RUNX1,0.3314682983378758
GO_Biological_Process_2021,positive regulation of glial cell differentiation,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,MDK,0.3314682983378758
GO_Biological_Process_2021,positive regulation of macrophage derived foam cell differentiation,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,ALOX15B,0.3314682983378758
GO_Biological_Process_2021,positive regulation of response to endoplasmic reticulum stress,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,BAX,0.3314682983378758
GO_Biological_Process_2021,presynapse assembly,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,DVL1,0.3314682983378758
GO_Biological_Process_2021,prostanoid metabolic process,1/18,0.2382687284516695,0.4661564542114614,0,0,3.8723194963604177,5.554285211321075,CYP2S1,0.3314682983378758
GO_Biological_Process_2021,negative regulation of endopeptidase activity,2/63,0.2438157545429388,0.4686005772095508,0,0,2.1607437561887997,3.049549372109704,SERPINA1;TIMP1,0.3291971807864986
GO_Biological_Process_2021,positive regulation of kinase activity,3/114,0.2445974851100072,0.4686005772095508,0,0,1.7826007826007826,2.5101538501070157,CDKN1A;MST1R;EPHB3,0.3291971807864986
GO_Biological_Process_2021,"DNA-templated transcription, initiation",4/168,0.2454677229559493,0.4686005772095508,0,0,1.6097560975609757,2.2610470194490757,RARG;CAVIN1;TAF10;NR2C2AP,0.3291971807864986
GO_Biological_Process_2021,calcium ion transport,3/115,0.2486065958859064,0.4686005772095508,0,0,1.7665945165945165,2.4588938792034982,RYR1;CATSPER1;KCNN4,0.3291971807864986
GO_Biological_Process_2021,cellular response to lectin,3/115,0.2486065958859064,0.4686005772095508,0,0,1.7665945165945165,2.4588938792034982,MUC1;PSMD4;PSMB8,0.3291971807864986
GO_Biological_Process_2021,stimulatory C-type lectin receptor signaling pathway,3/115,0.2486065958859064,0.4686005772095508,0,0,1.7665945165945165,2.4588938792034982,MUC1;PSMD4;PSMB8,0.3291971807864986
GO_Biological_Process_2021,antimicrobial humoral immune response mediated by antimicrobial peptide,2/64,0.2493774947717246,0.4686005772095508,0,0,2.125784801905174,2.952263333559088,RPS19;ANG,0.3291971807864986
GO_Biological_Process_2021,regulation of cellular ketone metabolic process,2/64,0.2493774947717246,0.4686005772095508,0,0,2.125784801905174,2.952263333559088,PSMD4;PSMB8,0.3291971807864986
GO_Biological_Process_2021,regulation of cilium assembly,2/64,0.2493774947717246,0.4686005772095508,0,0,2.125784801905174,2.952263333559088,TBC1D2;KCTD17,0.3291971807864986
GO_Biological_Process_2021,regulation of transcription initiation from RNA polymerase II promoter,2/64,0.2493774947717246,0.4686005772095508,0,0,2.125784801905174,2.952263333559088,CDKN1A;BAX,0.3291971807864986
GO_Biological_Process_2021,negative regulation of intrinsic apoptotic signaling pathway,2/64,0.2493774947717246,0.4686005772095508,0,0,2.125784801905174,2.952263333559088,PLAUR;BCL2L1,0.3291971807864986
GO_Biological_Process_2021,pre-replicative complex assembly,2/64,0.2493774947717246,0.4686005772095508,0,0,2.125784801905174,2.952263333559088,PSMD4;PSMB8,0.3291971807864986
GO_Biological_Process_2021,purine ribonucleoside bisphosphate metabolic process,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,SULT2B1,0.3291971807864986
GO_Biological_Process_2021,Rac protein signal transduction,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,RHOG,0.3291971807864986
GO_Biological_Process_2021,regulation of autophagy of mitochondrion,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,SREBF1,0.3291971807864986
GO_Biological_Process_2021,regulation of bicellular tight junction assembly,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,RUNX1,0.3291971807864986
GO_Biological_Process_2021,regulation of collagen biosynthetic process,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,RUNX1,0.3291971807864986
GO_Biological_Process_2021,regulation of epithelial cell differentiation,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,ALOX15B,0.3291971807864986
GO_Biological_Process_2021,cellular response to glucagon stimulus,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,PRKAR1B,0.3291971807864986
GO_Biological_Process_2021,regulation of leukocyte chemotaxis,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,MDK,0.3291971807864986
GO_Biological_Process_2021,regulation of lymphocyte proliferation,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,LGALS3,0.3291971807864986
GO_Biological_Process_2021,regulation of mitochondrial membrane permeability,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,BCL2L1,0.3291971807864986
GO_Biological_Process_2021,regulation of neuroinflammatory response,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,SPHK1,0.3291971807864986
GO_Biological_Process_2021,diol metabolic process,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,SPHK1,0.3291971807864986
GO_Biological_Process_2021,regulation of oligodendrocyte differentiation,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,MDK,0.3291971807864986
GO_Biological_Process_2021,epoxygenase P450 pathway,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,CYP2S1,0.3291971807864986
GO_Biological_Process_2021,folic acid metabolic process,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,FPGS,0.3291971807864986
GO_Biological_Process_2021,regulation of vascular endothelial growth factor signaling pathway,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,CD63,0.3291971807864986
GO_Biological_Process_2021,glycerolipid catabolic process,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,LYPLA2,0.3291971807864986
GO_Biological_Process_2021,histone deubiquitination,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,TAF10,0.3291971807864986
GO_Biological_Process_2021,sphingosine metabolic process,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,SPHK1,0.3291971807864986
GO_Biological_Process_2021,leukotriene biosynthetic process,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,ALOX5,0.3291971807864986
GO_Biological_Process_2021,myeloid cell activation involved in immune response,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,PYCARD,0.3291971807864986
GO_Biological_Process_2021,N-glycan processing,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,MGAT4B,0.3291971807864986
GO_Biological_Process_2021,negative regulation of cytokine production involved in inflammatory response,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,PYCARD,0.3291971807864986
GO_Biological_Process_2021,negative regulation of T cell receptor signaling pathway,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,LGALS3,0.3291971807864986
GO_Biological_Process_2021,positive regulation of cilium assembly,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,KCTD17,0.3291971807864986
GO_Biological_Process_2021,positive regulation of establishment of protein localization,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,PTP4A3,0.3291971807864986
GO_Biological_Process_2021,positive regulation of focal adhesion assembly,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,S100A10,0.3291971807864986
GO_Biological_Process_2021,positive regulation of macrophage migration,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,MDK,0.3291971807864986
GO_Biological_Process_2021,positive regulation of neutrophil chemotaxis,1/19,0.2497049735395538,0.4686005772095508,0,0,3.657004830917874,5.07400337692274,MDK,0.3291971807864986
GO_Biological_Process_2021,ion transport,3/116,0.2526257250050398,0.4736104546317148,0,0,1.7508715473317242,2.408930023521767,TSPO;PLP2;KCNN4,0.32457871942122046
GO_Biological_Process_2021,tRNA modification,2/65,0.2549430610454674,0.4755454868619789,0,0,2.091935655694045,2.8590799417048216,TRMT112;PUSL1,0.3228079356175478
GO_Biological_Process_2021,protein autoubiquitination,2/65,0.2549430610454674,0.4755454868619789,0,0,2.091935655694045,2.8590799417048216,RNF181;DDB2,0.3228079356175478
GO_Biological_Process_2021,regulation of protein localization,2/66,0.260511092036045,0.4755454868619789,0,0,2.059144295302014,2.769775251330343,DVL1;CTSD,0.3228079356175478
GO_Biological_Process_2021,ERBB signaling pathway,2/66,0.260511092036045,0.4755454868619789,0,0,2.059144295302014,2.769775251330343,GRB7;MVP,0.3228079356175478
GO_Biological_Process_2021,positive regulation of T cell proliferation,2/66,0.260511092036045,0.4755454868619789,0,0,2.059144295302014,2.769775251330343,PYCARD;CD276,0.3228079356175478
GO_Biological_Process_2021,negative regulation of response to external stimulus,3/118,0.2606916736996715,0.4755454868619789,0,0,1.720245937637242,2.312727705206197,FNDC4;ALOX5;TNFRSF1A,0.3228079356175478
GO_Biological_Process_2021,protein-DNA complex disassembly,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,HMGA1,0.3228079356175478
GO_Biological_Process_2021,purine ribonucleoside monophosphate metabolic process,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,IMPDH1,0.3228079356175478
GO_Biological_Process_2021,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,CLDN1,0.3228079356175478
GO_Biological_Process_2021,cellular modified amino acid biosynthetic process,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,FPGS,0.3228079356175478
GO_Biological_Process_2021,cellular response to interferon-beta,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,CDC34,0.3228079356175478
GO_Biological_Process_2021,regulation of granulocyte chemotaxis,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,MDK,0.3228079356175478
GO_Biological_Process_2021,regulation of hippo signaling,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,WTIP,0.3228079356175478
GO_Biological_Process_2021,regulation of protein kinase A signaling,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,PRKAR1B,0.3228079356175478
GO_Biological_Process_2021,regulation of protein localization to cell periphery,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,VAMP8,0.3228079356175478
GO_Biological_Process_2021,regulation of smooth muscle contraction,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,SPHK1,0.3228079356175478
GO_Biological_Process_2021,eye morphogenesis,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,RARG,0.3228079356175478
GO_Biological_Process_2021,folic acid-containing compound metabolic process,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,FPGS,0.3228079356175478
GO_Biological_Process_2021,regulation of T cell migration,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,PYCARD,0.3228079356175478
GO_Biological_Process_2021,ganglioside metabolic process,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,B3GALT4,0.3228079356175478
GO_Biological_Process_2021,granulocyte differentiation,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,CDKN1A,0.3228079356175478
GO_Biological_Process_2021,hepaticobiliary system development,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,LSR,0.3228079356175478
GO_Biological_Process_2021,myeloid cell development,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,ANXA2,0.3228079356175478
GO_Biological_Process_2021,positive regulation of activated T cell proliferation,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,PYCARD,0.3228079356175478
GO_Biological_Process_2021,positive regulation of embryonic development,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,CFL1,0.3228079356175478
GO_Biological_Process_2021,positive regulation of hormone secretion,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,VAMP8,0.3228079356175478
GO_Biological_Process_2021,positive regulation of lymphocyte differentiation,1/20,0.260970084253525,0.4755454868619789,0,0,3.4643548671008624,4.653839371430468,MDK,0.3228079356175478
