sample,grp,celltype,PHLDA3,p53
PTC02,PTC,B cell,0.0,0.12149324191677945
PTC02,PTC,B cell,0.0,0.0953889216955943
PTC02,PTC,T cell,0.0,0.06158763105615831
PTC02,PTC,B cell,0.0,0.31183562180835983
PTC02,PTC,B cell,0.0,0.19943352615169083
PTC02,PTC,T cell,0.0,0.33665609000639285
PTC02,PTC,T cell,0.0,0.11259700892174118
PTC02,PTC,T cell,0.0,0.08031436125783871
PTC02,PTC,B cell,0.0,0.26243913082424464
PTC02,PTC,T cell,0.0,0.08972564146974649
PTC02,PTC,B cell,0.0,0.2037352765877039
PTC02,PTC,T cell,0.0,0.21755718356038178
PTC02,PTC,T cell,0.0,0.29577058782305354
PTC02,PTC,B cell,0.0,0.10323785556754042
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.2622383574078482
PTC02,PTC,T cell,0.0,0.17264289755948947
PTC02,PTC,T cell,0.0,0.18446872691694877
PTC02,PTC,T cell,0.0,0.242905721773015
PTC02,PTC,T cell,0.0,0.12663848978413103
PTC02,PTC,T cell,0.0,0.18850345054115752
PTC02,PTC,B cell,0.0,0.05765859553877625
PTC02,PTC,T cell,0.0,0.15597984472081722
PTC02,PTC,B cell,0.0,0.2049427601389288
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.411061373815806
PTC02,PTC,T cell,0.0,0.22866848386675132
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.1573171519950439
PTC02,PTC,T cell,0.0,0.07908287598036841
PTC02,PTC,B cell,0.0,0.3270380944544027
PTC02,PTC,T cell,0.0,0.26735292534838007
PTC02,PTC,T cell,0.0,0.045444926454560046
PTC02,PTC,B cell,0.0,0.16918363597779626
PTC02,PTC,B cell,0.0,0.18893200266927082
PTC02,PTC,B cell,0.0,0.156773649498233
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.17849913661583713
PTC02,PTC,T cell,0.0,0.03462047432120577
PTC02,PTC,B cell,0.0,0.2696718355688829
PTC02,PTC,B cell,0.0,0.3021551632238986
PTC02,PTC,T cell,0.0,0.2191679412858523
PTC02,PTC,T cell,0.0,0.05757369964437247
PTC02,PTC,B cell,0.0,0.0434403127915058
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.1319610741217068
PTC02,PTC,B cell,0.0,0.2283936047953696
PTC02,PTC,T cell,0.0,0.06298165008632706
PTC02,PTC,B cell,0.0,0.08185713237094211
PTC02,PTC,B cell,0.0,0.31691011785494133
PTC02,PTC,B cell,0.0,0.05598616358618277
PTC02,PTC,T cell,0.0,0.196130941407111
PTC02,PTC,T cell,0.0,0.04537823003359635
PTC02,PTC,B cell,0.0,0.16746571104460434
PTC02,PTC,T cell,0.0,0.09768820952909846
PTC02,PTC,NK cell,0.0,0.1552907873652719
PTC02,PTC,T cell,0.0,0.09465145109681845
PTC02,PTC,T cell,0.0,0.061497106167327065
PTC02,PTC,B cell,0.0,0.5023556732893725
PTC02,PTC,B cell,0.0,0.09744601829662643
PTC02,PTC,B cell,0.0,0.3205474937711823
PTC02,PTC,T cell,0.0,0.17511583343503634
PTC02,PTC,B cell,0.0,0.10398539056855206
PTC02,PTC,T cell,0.0,0.062013990187642504
PTC02,PTC,T cell,0.0,0.16961429972459424
PTC02,PTC,B cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.2003554367090282
PTC02,PTC,B cell,0.0,0.12865863964926605
PTC02,PTC,T cell,0.0,0.4067278091797045
PTC02,PTC,B cell,0.0,0.19111278479627314
PTC02,PTC,B cell,0.0,0.14833917301585975
PTC02,PTC,T cell,0.0,0.2509586365657449
PTC02,PTC,T cell,0.0,0.09862660723291217
PTC02,PTC,B cell,0.0,0.22889609444088604
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.2606047865101335
PTC02,PTC,B cell,0.0,0.20246922825174288
PTC02,PTC,T cell,0.0,0.20032823533429156
PTC02,PTC,T cell,0.0,0.1770559487812237
PTC02,PTC,T cell,0.0,0.18288580727068665
PTC02,PTC,B cell,0.0,0.23022284097331497
PTC02,PTC,T cell,0.0,0.39615739450234255
PTC02,PTC,T cell,0.0,0.16935149204066885
PTC02,PTC,T cell,0.0,0.40225769718769744
PTC02,PTC,T cell,0.0,0.11890482125301333
PTC02,PTC,T cell,0.0,0.23997809648306725
PTC02,PTC,T cell,0.0,0.18025411134534342
PTC02,PTC,T cell,0.0,0.12976312696731768
PTC02,PTC,B cell,0.0,0.19120015269418056
PTC02,PTC,T cell,0.0,0.23785774598382003
PTC02,PTC,B cell,0.0,0.25628348898073916
PTC02,PTC,B cell,0.0,0.12133048346479697
PTC02,PTC,T cell,0.0,0.27375864564602903
PTC02,PTC,T cell,0.0,0.10222285668067191
PTC02,PTC,T cell,0.0,0.21370663599749062
PTC02,PTC,B cell,0.0,0.2367630966907431
PTC02,PTC,T cell,0.0,0.23732993792051488
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.3881352589529569
PTC02,PTC,T cell,0.0,0.20194090447807556
PTC02,PTC,Myeloid cell,0.0,0.3467492444535183
PTC02,PTC,T cell,0.0,0.1892191128229223
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.31914291909901693
PTC02,PTC,T cell,0.0,0.3523127173074832
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.13710365119688417
PTC02,PTC,Myeloid cell,0.0,0.20461897569359286
PTC02,PTC,T cell,0.0,0.19868673655304206
PTC02,PTC,T cell,0.0,0.25845367221984006
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.14269280824608027
PTC02,PTC,B cell,0.0,0.05605374736408992
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.26658136861571663
PTC02,PTC,T cell,0.0,0.26054159300215063
PTC02,PTC,T cell,0.0,0.3589799711771562
PTC02,PTC,B cell,0.0,0.17294185917076327
PTC02,PTC,T cell,0.0,0.2976937837111102
PTC02,PTC,T cell,0.0,0.2913544600800594
PTC02,PTC,T cell,0.0,0.17428728762972184
PTC02,PTC,B cell,0.0,0.16746748860178545
PTC02,PTC,B cell,0.0,0.1014382053911607
PTC02,PTC,T cell,0.0,0.2348216523045656
PTC02,PTC,T cell,0.0,0.16624352328747338
PTC02,PTC,NK cell,0.0,0.14091581032002393
PTC02,PTC,T cell,0.0,0.2872505452252926
PTC02,PTC,B cell,0.0,0.08616556717129215
PTC02,PTC,T cell,0.0,0.12306957853594781
PTC02,PTC,T cell,0.0,0.18252534255829114
PTC02,PTC,T cell,0.0,0.057974432613106704
PTC02,PTC,B cell,0.0,0.16617770585348127
PTC02,PTC,B cell,0.0,0.21144379743248026
PTC02,PTC,T cell,0.0,0.13564465591885458
PTC02,PTC,T cell,0.0,0.057704421667076726
PTC02,PTC,B cell,0.0,0.32244191053157056
PTC02,PTC,T cell,0.0,0.1267949055299171
PTC02,PTC,B cell,0.0,0.1250498344784636
PTC02,PTC,T cell,0.0,0.0946465008746008
PTC02,PTC,B cell,0.0,0.05681535349706815
PTC02,PTC,T cell,0.0,0.14561072760492003
PTC02,PTC,T cell,0.0,0.2992342740968687
PTC02,PTC,T cell,0.0,0.26498068658152785
PTC02,PTC,T cell,0.0,0.060563950361832014
PTC02,PTC,T cell,0.0,0.10772689911027297
PTC02,PTC,T cell,0.0,0.15557684542044653
PTC02,PTC,B cell,0.0,0.23739616799392374
PTC02,PTC,T cell,0.0,0.10327606232078407
PTC02,PTC,Myeloid cell,0.0,0.378868939962843
PTC02,PTC,B cell,0.0,0.10671075818254673
PTC02,PTC,T cell,0.0,0.16802204164731604
PTC02,PTC,T cell,0.0,0.05501677838509381
PTC02,PTC,T cell,0.0,0.10745353120252475
PTC02,PTC,B cell,0.0,0.38942953348373144
PTC02,PTC,T cell,0.0,0.3171651539518677
PTC02,PTC,B cell,0.0,0.23460973301782925
PTC02,PTC,T cell,0.0,0.2503499192899866
PTC02,PTC,B cell,0.0,0.2926709867982548
PTC02,PTC,T cell,0.0,0.1788571894195043
PTC02,PTC,T cell,0.0,0.13717963511108588
PTC02,PTC,B cell,0.0,0.17282986879359077
PTC02,PTC,B cell,0.0,0.21785776296476483
PTC02,PTC,T cell,0.0,0.14151238790709858
PTC02,PTC,Myeloid cell,0.0,0.2621692098843543
PTC02,PTC,T cell,0.0,0.11250272801793051
PTC02,PTC,T cell,0.0,0.29005610377474417
PTC02,PTC,T cell,0.0,0.26135164766367275
PTC02,PTC,T cell,0.0,0.270647169488265
PTC02,PTC,B cell,0.0,0.19654257643414208
PTC02,PTC,T cell,0.0,0.13647925398241245
PTC02,PTC,B cell,0.0,0.22156895812575406
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.09692949699462773
PTC02,PTC,T cell,0.0,0.21311127202345978
PTC02,PTC,B cell,0.0,0.03938689215614556
PTC02,PTC,B cell,0.0,0.11830068762982683
PTC02,PTC,B cell,0.0,0.20112654726749024
PTC02,PTC,B cell,0.0,0.06722240342529602
PTC02,PTC,B cell,0.0,0.12176495071547636
PTC02,PTC,T cell,0.0,0.1172893902574261
PTC02,PTC,B cell,0.0,0.11293848905657645
PTC02,PTC,T cell,0.0,0.3318847109958176
PTC02,PTC,T cell,0.0,0.13520914049311636
PTC02,PTC,T cell,0.0,0.18816997385776224
PTC02,PTC,B cell,0.0,0.11061589204745897
PTC02,PTC,B cell,0.0,0.21301541124386483
PTC02,PTC,T cell,0.0,0.22327288086946556
PTC02,PTC,B cell,0.0,0.10433190385530988
PTC02,PTC,B cell,0.0,0.25266492242940897
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.188571121061523
PTC02,PTC,B cell,0.0,0.053777339236169196
PTC02,PTC,B cell,0.0,0.33775422125497623
PTC02,PTC,B cell,0.0,0.09066254883010433
PTC02,PTC,T cell,0.0,0.21368849525137007
PTC02,PTC,Myeloid cell,0.0,0.17972636648415305
PTC02,PTC,T cell,0.0,0.16986855588355887
PTC02,PTC,Myeloid cell,0.0,0.20863180423304134
PTC02,PTC,B cell,0.0,0.26077680264461733
PTC02,PTC,T cell,0.0,0.14734548552216312
PTC02,PTC,T cell,0.0,0.4367856997091107
PTC02,PTC,T cell,0.0,0.2365933605095068
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.12418517622884985
PTC02,PTC,B cell,0.0,0.14822568800398808
PTC02,PTC,Myeloid cell,0.0,0.11165712431922274
PTC02,PTC,B cell,0.0,0.13514587335687317
PTC02,PTC,B cell,0.0,0.2212078820827616
PTC02,PTC,B cell,0.0,0.020282833470012147
PTC02,PTC,T cell,0.0,0.20544192918021384
PTC02,PTC,T cell,0.0,0.14845801589810434
PTC02,PTC,T cell,0.0,0.13159925258452407
PTC02,PTC,B cell,0.0,0.27185420598961624
PTC02,PTC,T cell,0.0,0.15491862479553103
PTC02,PTC,B cell,0.0,0.183609946115551
PTC02,PTC,B cell,0.0,0.05980261693556128
PTC02,PTC,T cell,0.0,0.0643889476042023
PTC02,PTC,T cell,0.0,0.20808040456130744
PTC02,PTC,T cell,0.0,0.10192691744139383
PTC02,PTC,B cell,0.0,0.2744503518625254
PTC02,PTC,Myeloid cell,0.0,0.4152346883396513
PTC02,PTC,T cell,0.0,0.05915168847563016
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.3057070611156684
PTC02,PTC,T cell,0.0,0.054857749699386574
PTC02,PTC,T cell,0.0,0.191346400654422
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.2846089102686652
PTC02,PTC,B cell,0.0,0.14912502855391135
PTC02,PTC,Myeloid cell,0.0,0.09174697489288389
PTC02,PTC,T cell,0.0,0.23595547055477045
PTC02,PTC,T cell,0.0,0.17754232321355065
PTC02,PTC,T cell,0.0,0.4137585046028159
PTC02,PTC,B cell,0.0,0.18076163590368294
PTC02,PTC,T cell,0.0,0.25561105682714036
PTC02,PTC,B cell,0.0,0.09979764238076008
PTC02,PTC,T cell,0.0,0.12928376136361786
PTC02,PTC,T cell,0.0,0.1205780623791512
PTC02,PTC,T cell,0.0,0.34814769586126215
PTC02,PTC,T cell,0.0,0.634280275613514
PTC02,PTC,T cell,0.0,0.1640030074549329
PTC02,PTC,T cell,0.0,0.1266983316742975
PTC02,PTC,Myeloid cell,0.0,0.32357184122054594
PTC02,PTC,T cell,0.0,0.34743638742253347
PTC02,PTC,B cell,0.0,0.25231324162661
PTC02,PTC,T cell,0.0,0.059089516067957794
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.1102111178192702
PTC02,PTC,T cell,0.0,0.17884421462630512
PTC02,PTC,T cell,0.0,0.36552831614347603
PTC02,PTC,B cell,0.0,0.2843687036041207
PTC02,PTC,T cell,0.0,0.0562699680404675
PTC02,PTC,B cell,0.0,0.20956225707714488
PTC02,PTC,T cell,0.0,0.059200143728656035
PTC02,PTC,B cell,0.0,0.3117223578118294
PTC02,PTC,B cell,0.0,0.07470108782601098
PTC02,PTC,B cell,0.0,0.11482628751985414
PTC02,PTC,T cell,0.0,0.11081068487192786
PTC02,PTC,B cell,0.0,0.3467587601931788
PTC02,PTC,B cell,0.0,0.2576999469586173
PTC02,PTC,B cell,0.0,0.07355844734681499
PTC02,PTC,B cell,0.0,0.13395116467166085
PTC02,PTC,T cell,0.0,0.12614592804403577
PTC02,PTC,T cell,0.0,0.3218177227370131
PTC02,PTC,T cell,0.0,0.1640209638801417
PTC02,PTC,B cell,0.0,0.13809570084274755
PTC02,PTC,B cell,0.0,0.20614665513577587
PTC02,PTC,B cell,0.0,0.16689813225089095
PTC02,PTC,T cell,0.0,0.16642393251300514
PTC02,PTC,B cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.2598078134874085
PTC02,PTC,NK cell,0.0,0.1593716436546352
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.19604632721301388
PTC02,PTC,T cell,0.0,0.12522192838880397
PTC02,PTC,B cell,0.0,0.15241946145866492
PTC02,PTC,T cell,0.0,0.20119548971921766
PTC02,PTC,T cell,0.0,0.08995700343553173
PTC02,PTC,B cell,0.0,0.11802744237372449
PTC02,PTC,T cell,0.0,0.32798489823145704
PTC02,PTC,T cell,0.0,0.14247248469664472
PTC02,PTC,B cell,0.0,0.1530257962319168
PTC02,PTC,T cell,0.0,0.30638853788664006
PTC02,PTC,T cell,0.0,0.40434455290581045
PTC02,PTC,T cell,0.0,0.13642296675355067
PTC02,PTC,T cell,0.0,0.2519641568246288
PTC02,PTC,T cell,0.0,0.505561416527884
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.18325774899904898
PTC02,PTC,T cell,0.0,0.054105735005613186
PTC02,PTC,T cell,0.0,0.09553714427926205
PTC02,PTC,T cell,0.0,0.17436136348085995
PTC02,PTC,T cell,0.0,0.187237323621142
PTC02,PTC,T cell,0.0,0.09206536162594417
PTC02,PTC,T cell,0.0,0.2844801822420648
PTC02,PTC,B cell,0.0,0.2721865798581498
PTC02,PTC,B cell,0.0,0.23557890500564474
PTC02,PTC,T cell,0.0,0.20462079591188775
PTC02,PTC,T cell,0.0,0.32030424593982326
PTC02,PTC,T cell,0.0,0.22195462125232995
PTC02,PTC,B cell,0.0,0.21636106439714706
PTC02,PTC,T cell,0.0,0.21629357114201384
PTC02,PTC,T cell,0.0,0.2483661264279023
PTC02,PTC,B cell,0.0,0.15621494358097515
PTC02,PTC,T cell,0.0,0.18820379762693415
PTC02,PTC,B cell,0.0,0.16661806209263486
PTC02,PTC,T cell,0.0,0.2556377195327578
PTC02,PTC,T cell,0.0,0.05034991700326289
PTC02,PTC,T cell,0.0,0.10553745731735723
PTC02,PTC,T cell,0.0,0.21530412181501588
PTC02,PTC,Myeloid cell,0.0,0.37583888574993557
PTC02,PTC,B cell,0.0,0.15457501375382543
PTC02,PTC,B cell,0.0,0.22824749992149038
PTC02,PTC,B cell,0.0,0.05623896872784295
PTC02,PTC,T cell,0.0,0.2487235706844221
PTC02,PTC,T cell,0.0,0.15122580195093038
PTC02,PTC,B cell,0.0,0.23936808418510905
PTC02,PTC,T cell,0.0,0.3572059879412974
PTC02,PTC,T cell,0.0,0.2870586443982532
PTC02,PTC,B cell,0.0,0.3007331526241528
PTC02,PTC,B cell,0.0,0.262039644844506
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.10503241737210331
PTC02,PTC,T cell,0.0,0.2285387256690813
PTC02,PTC,B cell,0.0,0.26997014386882284
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.32995817387262666
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.2656033068144341
PTC02,PTC,B cell,0.0,0.15790225725611817
PTC02,PTC,T cell,0.0,0.05518870059170503
PTC02,PTC,T cell,0.0,0.25972616998218157
PTC02,PTC,T cell,0.0,0.24515845559600905
PTC02,PTC,B cell,0.0,0.2596266807824896
PTC02,PTC,T cell,0.0,0.14305727371476953
PTC02,PTC,B cell,0.0,0.08765937896917689
PTC02,PTC,B cell,0.0,0.22440413300860854
PTC02,PTC,B cell,0.0,0.08693832624244063
PTC02,PTC,T cell,0.0,0.18254292984125017
PTC02,PTC,B cell,0.0,0.24314798873769053
PTC02,PTC,B cell,0.0,0.1177392199171545
PTC02,PTC,T cell,0.0,0.26993773164914336
PTC02,PTC,T cell,0.0,0.2855377955844221
PTC02,PTC,B cell,0.0,0.22207520122992236
PTC02,PTC,B cell,0.0,0.050536251031241444
PTC02,PTC,T cell,0.0,0.21391931134151645
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.15548659260322914
PTC02,PTC,T cell,0.0,0.0596824612988261
PTC02,PTC,B cell,0.0,0.20498318448506617
PTC02,PTC,B cell,0.0,0.11503016940018528
PTC02,PTC,B cell,0.0,0.1947427023517549
PTC02,PTC,B cell,0.0,0.18981228501581884
PTC02,PTC,T cell,0.0,0.27730840804546414
PTC02,PTC,B cell,0.0,0.06728669385652458
PTC02,PTC,T cell,0.0,0.152142426512513
PTC02,PTC,T cell,0.0,0.23844693541444595
PTC02,PTC,T cell,0.0,0.17488607977829668
PTC02,PTC,B cell,0.0,0.11255234469839819
PTC02,PTC,T cell,0.0,0.30578609720106265
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.12066376553293187
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.2785962656487004
PTC02,PTC,T cell,0.0,0.07893698362138774
PTC02,PTC,B cell,0.0,0.26709664907501746
PTC02,PTC,B cell,0.0,0.2795451127130334
PTC02,PTC,T cell,0.0,0.21616474065897964
PTC02,PTC,B cell,0.0,0.2478829122220363
PTC02,PTC,T cell,0.0,0.05451946582900021
PTC02,PTC,T cell,0.0,0.10716247506083566
PTC02,PTC,T cell,0.0,0.39517874502790173
PTC02,PTC,T cell,0.0,0.20185484771950105
PTC02,PTC,T cell,0.0,0.09308191491730164
PTC02,PTC,T cell,0.0,0.08692352790352532
PTC02,PTC,B cell,0.0,0.2439596987149211
PTC02,PTC,B cell,0.0,0.18368455747276344
PTC02,PTC,B cell,0.0,0.05653183280165411
PTC02,PTC,T cell,0.0,0.19397554679007883
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.22224073856486878
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.2694297974768086
PTC02,PTC,B cell,0.0,0.18819153037853542
PTC02,PTC,B cell,0.0,0.14477594085365736
PTC02,PTC,T cell,0.0,0.2853595108883342
PTC02,PTC,B cell,0.0,0.06499544545860902
PTC02,PTC,B cell,0.0,0.10387043373383409
PTC02,PTC,T cell,0.0,0.15891004848093596
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.31052372421162217
PTC02,PTC,T cell,0.0,0.23093456842655202
PTC02,PTC,B cell,0.0,0.2166189556266075
PTC02,PTC,B cell,0.0,0.2687873503871743
PTC02,PTC,T cell,0.0,0.20039137042333433
PTC02,PTC,T cell,0.0,0.2520117768091785
PTC02,PTC,B cell,0.0,0.15096116652555575
PTC02,PTC,B cell,0.0,0.09777480549722271
PTC02,PTC,B cell,0.0,0.23520502118962444
PTC02,PTC,T cell,0.0,0.2564661902742279
PTC02,PTC,T cell,0.0,0.09972005975270162
PTC02,PTC,T cell,0.0,0.619171004596921
PTC02,PTC,T cell,0.0,0.23079678225338426
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.26704563874362575
PTC02,PTC,T cell,0.0,0.286882484689825
PTC02,PTC,T cell,0.0,0.25201886330427825
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.051557191944330893
PTC02,PTC,T cell,0.0,0.1408446274333677
PTC02,PTC,T cell,0.0,0.197592817482979
PTC02,PTC,B cell,0.0,0.17494387797167985
PTC02,PTC,T cell,0.0,0.09556335194911575
PTC02,PTC,T cell,0.0,0.10932370059401597
PTC02,PTC,B cell,0.0,0.2865510694911684
PTC02,PTC,T cell,0.0,0.1685549216504609
PTC02,PTC,T cell,0.0,0.09099213871872822
PTC02,PTC,B cell,0.0,0.2768776675565553
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.8409486327085449,0.44296604312640325
PTC02,PTC,T cell,0.0,0.18101023513835487
PTC02,PTC,T cell,0.0,0.05439232566377468
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.056929628323058035
PTC02,PTC,T cell,0.0,0.24922933569182198
PTC02,PTC,T cell,0.0,0.2243619601322147
PTC02,PTC,T cell,0.0,0.12010197474505298
PTC02,PTC,B cell,0.0,0.0949989117789288
PTC02,PTC,B cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.331084756050136
PTC02,PTC,B cell,0.0,0.10750969882571676
PTC02,PTC,T cell,0.0,0.17817271811704438
PTC02,PTC,T cell,0.0,0.17737173724884675
PTC02,PTC,T cell,0.0,0.18381534643916536
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.19817348002842364
PTC02,PTC,T cell,0.0,0.19214746893624401
PTC02,PTC,T cell,0.0,0.24997475067517552
PTC02,PTC,B cell,0.0,0.29509652999644326
PTC02,PTC,B cell,0.0,0.06342162678010939
PTC02,PTC,T cell,0.0,0.2048369788540116
PTC02,PTC,T cell,0.0,0.24342778375097593
PTC02,PTC,T cell,0.0,0.06746192203534913
PTC02,PTC,T cell,0.0,0.10758843981535426
PTC02,PTC,T cell,0.0,0.2322611474021866
PTC02,PTC,B cell,0.0,0.1125243679995464
PTC02,PTC,B cell,0.0,0.20155609285466278
PTC02,PTC,T cell,0.0,0.1244828787296259
PTC02,PTC,NK cell,1.1475731158638114,0.3128314218614717
PTC02,PTC,B cell,0.0,0.1391534614145552
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.2343708394449769
PTC02,PTC,B cell,0.0,0.3442881716284508
PTC02,PTC,T cell,0.0,0.23266828366118247
PTC02,PTC,T cell,0.0,0.33234066631558257
PTC02,PTC,T cell,0.0,0.15049925001952733
PTC02,PTC,T cell,0.0,0.2716700165945205
PTC02,PTC,T cell,0.0,0.14042280716454025
PTC02,PTC,B cell,0.0,0.2958653636631981
PTC02,PTC,T cell,0.0,0.1513751002675311
PTC02,PTC,T cell,0.0,0.06256400266908903
PTC02,PTC,T cell,0.0,0.15189741618584418
PTC02,PTC,T cell,0.0,0.1563929052383625
PTC02,PTC,T cell,0.0,0.07734558827750515
PTC02,PTC,T cell,0.0,0.13486837301305096
PTC02,PTC,T cell,0.0,0.10619824532800913
PTC02,PTC,T cell,0.0,0.22044963329160763
PTC02,PTC,T cell,0.0,0.12866496878692507
PTC02,PTC,T cell,0.0,0.19308343676201511
PTC02,PTC,T cell,0.0,0.09681460796318345
PTC02,PTC,B cell,0.0,0.09967561351743476
PTC02,PTC,B cell,0.0,0.08668990624410047
PTC02,PTC,T cell,0.0,0.14806873027972633
PTC02,PTC,T cell,0.0,0.12514365245398407
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.21060122326177544
PTC02,PTC,T cell,0.0,0.3638997619830515
PTC02,PTC,T cell,0.0,0.16228140442633535
PTC02,PTC,B cell,0.0,0.18564413275094363
PTC02,PTC,T cell,0.0,0.22126115821702638
PTC02,PTC,T cell,0.0,0.15869949876930198
PTC02,PTC,B cell,0.0,0.058374571594778595
PTC02,PTC,T cell,0.0,0.2932138822554843
PTC02,PTC,B cell,0.0,0.3388548673865378
PTC02,PTC,B cell,0.0,0.26618628713988546
PTC02,PTC,T cell,0.0,0.4059034625489242
PTC02,PTC,B cell,0.0,0.314884814585336
PTC02,PTC,B cell,0.0,0.08074418630282544
PTC02,PTC,T cell,0.0,0.10134149019846167
PTC02,PTC,B cell,0.0,0.17831886870339553
PTC02,PTC,B cell,0.0,0.2954696917185544
PTC02,PTC,T cell,0.0,0.1148742661369026
PTC02,PTC,T cell,0.0,0.08359227764499329
PTC02,PTC,T cell,0.0,0.3252360021549726
PTC02,PTC,B cell,0.0,0.1973725243299913
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.2581183713420777
PTC02,PTC,B cell,0.0,0.1758747603411839
PTC02,PTC,T cell,0.0,0.10969201856702142
PTC02,PTC,T cell,0.0,0.05133217328738215
PTC02,PTC,T cell,0.0,0.4667779874732047
PTC02,PTC,B cell,0.0,0.21930944693668833
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,T cell,0.0,0.11438358931191112
PTC02,PTC,T cell,0.0,0.11523867259456622
PTC02,PTC,T cell,0.0,0.25612322012438454
PTC02,PTC,T cell,0.0,0.17038021715497972
PTC02,PTC,B cell,0.0,0.19881752445083933
PTC02,PTC,T cell,0.0,0.1246140609101095
PTC02,PTC,T cell,0.0,0.2073468803032484
PTC02,PTC,B cell,0.0,0.2616732058579191
PTC02,PTC,T cell,0.0,0.049780530940519915
PTC02,PTC,B cell,0.0,0.1509033757891252
PTC02,PTC,T cell,0.0,0.18779381435355474
PTC02,PTC,T cell,0.0,0.12016056083440067
PTC02,PTC,T cell,0.0,0.05149561400977285
PTC02,PTC,T cell,0.0,0.32928509127602207
PTC02,PTC,T cell,0.0,0.4621208385291251
PTC02,PTC,B cell,0.0,0.35895844655104825
PTC02,PTC,B cell,0.0,0.15215675459460812
PTC02,PTC,T cell,0.0,0.11575727362294448
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.2690636652704531
PTC02,PTC,T cell,0.0,0.1155926244041712
PTC02,PTC,B cell,0.0,0.12676269615411437
PTC02,PTC,T cell,0.0,0.21995152845555854
PTC02,PTC,T cell,0.0,0.2196896765964177
PTC02,PTC,T cell,0.0,0.061369362461108884
PTC02,PTC,T cell,0.0,0.2620978848613499
PTC02,PTC,B cell,0.0,0.17163324189802398
PTC02,PTC,T cell,0.0,0.2754701183564052
PTC02,PTC,T cell,0.0,0.09072513352449443
PTC02,PTC,Myeloid cell,0.0,0.3076310038014031
PTC02,PTC,T cell,0.0,0.11098776372561331
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.2257933386684674
PTC02,PTC,T cell,0.0,0.0
PTC02,PTC,B cell,0.0,0.33861011643330563
PTC02,PTC,T cell,0.0,0.038350517252309244
PTC02,PTC,T cell,0.0,0.11056759583618521
PTC02,PTC,T cell,0.0,0.24561032039126093
